"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","individualCount","relatedCatalogItem"
"162","2019-12-06 15:04:20-03","MBM","MBM","274585","S","Plantae",NA,NA,NA,"Melastomataceae","Clidemia","hirta","Clidemia hirta","(L.) Don","Goldenberg, R.","Lombardi, J.A.; et al.; et al.","2002","04","23","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Embiental de Peti","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4663","Southern America",NA,"MBM274585","MBM274585",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-12-06 14:36:22-03","MBM","MBM","145658","S","Plantae",NA,NA,NA,"Boraginaceae","Cordia","curassavica","Cordia curassavica","(Jacq.) Roem. & Schult.","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1987","12","01","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","EPDA/CEMIG","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"606","Southern America",NA,"MBM145658","MBM145658",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-12-06 14:41:21-03","MBM","MBM","145787","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kukenth.","Araujo, A.C.","Stehmann, J.R.; et al.; et al.","1989","01","10","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1628","Southern America",NA,"MBM145787",NA,NA,NA,NA,NA,"juncoides",NA,NA,NA
"165","2019-12-06 14:41:22-03","MBM","MBM","145793","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Lima, F.S.","Stehmann, J.R.; et al.; et al.","1988","03","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"779","Southern America",NA,"MBM145793","MBM145793",NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-12-06 14:41:25-03","MBM","MBM","145797","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","luzulae","Cyperus luzulae","(L.) Retz.","Oliveira, V.L.","Pedralli, G.; et al.; et al.","1988","10","12","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1444","Southern America",NA,"MBM145797","MBM145797",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-12-06 14:31:14-03","MBM","MBM","145903","S","Plantae",NA,NA,NA,"Asteraceae","Cyrtocymura","mattos-silvae","Cyrtocymura mattos-silvae","(H. Rob.) H.Rob.","Dematteis, M.","Pedralli, G.; et al.; et al.","1988","03","10","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"6407","Southern America",NA,"MBM145903","MBM145903",NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-12-06 14:41:37-03","MBM","MBM","145826","S","Plantae",NA,NA,NA,"Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","(Retz.) Link","Araujo, A.C.","Stehmann, J.R.; et al.; et al.","1980","01","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1557","Southern America",NA,"MBM145826","MBM145826",NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-12-06 14:35:42-03","MBM","MBM","170139","S","Plantae",NA,NA,NA,"Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.","Hatschbach, G.","Borba, E.L.","1993","12","22","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"81","Southern America",NA,"MBM170139","MBM170139",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-12-06 14:25:12-03","MBM","MBM","145648","S","Plantae",NA,NA,NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","St. Hil.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","03","13","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"876","Southern America",NA,"MBM145648","MBM145648",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-12-06 14:25:12-03","MBM","MBM","145647","S","Plantae",NA,NA,NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","St. Hil.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1989","01","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1640","Southern America",NA,"MBM145647","MBM145647",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-12-06 14:25:12-03","MBM","MBM","145646","S","Plantae",NA,NA,NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","St. Hil.","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1987","11","30","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"530","Southern America",NA,"MBM145646","MBM145646",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-12-06 14:31:59-03","MBM","MBM","145908","S","Plantae",NA,NA,NA,"Asteraceae","Heterocondylus","alatus","Heterocondylus alatus","(Vell.) R.M. King & H. Rob.","Ribas, O.S.","Pedralli, G.; et al.; et al.","1988","10","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"s.n.","Southern America",NA,"MBM145908","MBM145908",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-12-06 14:39:11-03","MBM","MBM","145845","S","Plantae",NA,NA,NA,"Chrysobalanaceae","Hirtella","floribunda","Hirtella floribunda","Cham. & Schltdl.","J.R. Stehmann","Pedralli, G.; et al.; et al.","1988","10","13","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1462","Southern America",NA,"MBM145845","MBM145845",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-12-06 14:39:11-03","MBM","MBM","145846","S","Plantae",NA,NA,NA,"Chrysobalanaceae","Hirtella","floribunda","Hirtella floribunda","Cham. & Schltdl.","Perdigão","Pedralli, G.; et al.; et al.","1988","10","12","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1352","Southern America",NA,"MBM145846","MBM145846",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-01 15:27:44-03","PUC-RIO","FCAB","7005","PreservedSpecimen","Plantae",NA,NA,"Angiospermae","Amaranthaceae","Alternanthera","brasiliana","Alternanthera brasiliana","(L.) Kuntze","J.C. Siqueira","A.J. Lombardi; Salino A.; Stehmann, J.R.","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Pati- CEMIG.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Borda de mata semidecídua. Erva, folhas papiráceas, inflorescências creme.","auto",NA,"5026",NA,NA,"007005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2018-08-17 11:56:02-03","JBB","HEPH","29981","S","Plantae","Dicotyledon",NA,"Malpighiales","Ochnaceae","Ouratea",NA,"Ouratea",NA,NA,"Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","21","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti, trilha da cotia, ao lado do alojamento","-43.368889","-19.885278","-43.368889","-19.885278",NA,"Subarbusto ca. 0,2 m de altura; Floresta estacional",NA,NA,"2403","Southern America",NA,NA,NA,"761","761",NA,NA,NA,NA,NA,NA
"178","2019-11-21 15:53:54-03","JBB","HEPH","35641","S","Plantae","Dicotyledon",NA,"Myrtales","Myrtaceae","Campomanesia",NA,"Campomanesia",NA,NA,"Faria, JEQ","2019","01","27","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Margem da rodovia entre João Monlevade e São Gonçalo do Rio Abaixo","-43.3225","-19.839167","-43.3225","-19.839167",NA,"Árvore ca. 5 m de altura, caule soltando placas de ritidoma, flores secas pegas no pé e no chão; Resquício de floresta estacional semidecidual",NA,NA,"9149","Southern America",NA,NA,NA,"750","750",NA,NA,NA,NA,NA,NA
"179","2019-10-02 14:59:35-03","UFMG","BHCB","94269","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Menispermaceae","Abuta","selloana","Abuta selloana","Eichler",NA,"Ferreira, RM; França, GS; Stehmann, JR","2004","12","08","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti.","-43.365283","-19.892506","-43.365283","-19.892506",NA,"Liana, frutos verdes.",NA,"2013","62","Southern America",NA,"BHCB010794",NA,NA,NA,"11","11",NA,NA,NA,NA
"180","2019-10-02 14:53:26-03","UFMG","BHCB","82288","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Acacia",NA,"Acacia",NA,NA,"Lombardi, JA; Salino, A; França, GS","2003","07","31","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha depois do Bonserá cruzando o curso d'água, à esquerda.","-43.366667","-19.883333","-43.366667","-19.883333",NA,"Mata secundária. Arbusto escandente, frutos imaturos verdes.",NA,NA,"5266","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-10-02 14:52:59-03","UFMG","BHCB","74777","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Acalypha","brasiliensis","Acalypha brasiliensis","Müll.Arg.",NA,"Lombardi, JA; Salino, A","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, trilha depois da ponte pênsil próxima a Casa de Força","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Vegetação arbustivo-arbórea secundária, sub-bosque. Arbusto, ca. 2 m, folhas papiráceas, inflorescências verdes",NA,"2016","4965","Southern America",NA,"BHCB039772",NA,NA,NA,"12","01",NA,NA,NA,NA
"182","2019-11-14 18:36:02-03","UFMG","BHCB","74755","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae",NA,NA,NA,NA,NA,"Lombardi, JA; Salino, A","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, CEMIG, trilha depois da ponte pênsil próxima a Casa de Força.","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Arbusto, ca. 0.5 m, folhas levemente carnosas, brácteas salmão com base e nervuras verdes, botões amarelos, flores laranja.; Vegetação arbustivo-arbórea secundária, sub-bosque.",NA,NA,"4943","Southern America",NA,"BHCB052755","BHCB052755",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-02-18 22:21:08-03","UFMG","BHCB","144837","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae",NA,NA,NA,NA,NA,"Carmo, FF","2010","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.623997","-20.494289","-43.623997","-20.494289",NA,"coletado afloramento de granito",NA,NA,"5245","Southern America",NA,NA,NA,"815","815",NA,NA,NA,NA,NA,NA
"184","2019-10-02 14:49:12-03","UFMG","BHCB","71708","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Achyrocline","satureioides","Achyrocline satureioides","(Lam.) DC.",NA,"Lombardi, JA; Salino, A","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG.","-43.35","-19.883333","-43.35","-19.883333",NA,"Plantas do Brasil - Inventário da Estação Ambiental de Peti. Margem de estrada. Herbáceo decumbente. Folhas papiráceas, amareladas na face abaxial. Inflorescências amarelas.",NA,NA,"4930","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-10-02 14:53:26-03","UFMG","BHCB","69873","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Aeschynomene","paniculata","Aeschynomene paniculata","Willd. ex Vogel",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Mirante do Cruzeiro",NA,"-19.889556",NA,"-19.889556",NA,"Erva. Flores creme; Topo de afloramento rochoso",NA,"2011","4722","Southern America",NA,"BHCB007127",NA,"810","810","04",NA,NA,NA,NA,NA
"186","2019-10-02 14:49:12-03","UFMG","BHCB","71680","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.",NA,"Lombardi, JA; Salino, A","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG.","-43.374722","-19.887778","-43.374722","-19.887778",NA,"Plantas do Brasil - Inventário da Estação Ambiental de Peti. Praia de areia e seixos; margem d'água. Herbáceo. Folhas papiráceas. Brácteas verdes. Flores lilases.",NA,NA,"4903","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-02-18 22:20:56-03","UFMG","BHCB","144150","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Alcantarea","turgida","Alcantarea turgida","Versieux & Wand.",NA,"Carmo, FF","2010","10","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368639","-19.889944","-43.368639","-19.889944",NA,"coletado em afloramento de granito.",NA,"2010","5203","Southern America",NA,"BHCB050985",NA,"815","815","12","02",NA,NA,NA,NA
"188","2020-02-07 18:36:32-03","UFMG","BHCB","74757","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Verbenaceae","Aloysia","virgata","Aloysia virgata","(Ruiz & Pav.) A.Juss.",NA,"Lombardi, JA; Salino, A","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, trilha depois da ponte pênsil próxima a Casa de Força","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Vegetação arbustivo-arbórea secundária. Arbusto, ca. 3 m., folhas papiráceas, cálice verde, corola branca, perfumadas",NA,NA,"4945","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-01-28 18:42:55-03","UFMG","BHCB","77902","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae","Alternanthera","brasiliana","Alternanthera brasiliana","(L.) Kuntze",NA,"Lombardi, JA; Salino, A; Stehmann, JR","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG, Heliponto.","-43.366667","-19.883333","-43.366667","-19.883333",NA,"Erva, folhas papiráceas, inflorescências creme.; Borda de mata semidecídua.",NA,"2004","5026","Southern America",NA,"BHCB054160","BHCB054160",NA,NA,"10",NA,NA,NA,NA,NA
"190","2020-01-27 18:59:16-03","UFMG","BHCB","74770","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae",NA,NA,NA,"A.Juss.",NA,"Lombardi, JA; Salino, A","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG, Trilha depois da ponte pênsil próxima a Casa de Força","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Liana, folhas papiráceas, botões creme-esverdeados, flores creme.; Vegetação arbustivo-arbórea secundária.",NA,NA,"4958","Southern America",NA,"BHCB004737","BHCB004737",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-02-18 22:19:44-03","UFMG","BHCB","144240","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Amphilophium","elongatum","Amphilophium elongatum","(Vahl) L.G. Lohmann",NA,"Carmo, FF","2010","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI, GR","-43.368611","-19.889722","-43.368611","-19.889722",NA,"Coletado em afloramento de granito",NA,"2011","5225","Southern America",NA,"BHCB011689",NA,"815","815",NA,NA,NA,NA,NA,NA
"192","2019-10-02 14:53:28-03","UFMG","BHCB","85984","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Anadenanthera","colubrina","Anadenanthera colubrina","(Vell.) Brenan",NA,"Stehmann, JR","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti","-43.365283","-19.892506","-43.365283","-19.892506",NA,"Angico; Árvore, 10 metros de altura; Beira de reservatório",NA,"2012","3474","Southern America",NA,"BHCB034533",NA,NA,NA,"11","01",NA,NA,NA,NA
"193","2019-10-02 15:08:08-03","UFMG","BHCB","69806","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Andropogon","leucostachyus","Andropogon leucostachyus","Kunth",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será",NA,"-19.892556",NA,"-19.892556",NA,"Barranco junto a Barragem, área úmida. Inflorescências argênteas",NA,NA,"4655","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-02-18 22:21:08-03","UFMG","BHCB","149495","PreservedSpecimen","Plantae","Polypodiopsida",NA,NA,"Anemiaceae","Anemia","ferruginea","Anemia ferruginea","Humb. & Bonpl. ex Kunth",NA,"Carmo, FF","2011","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368639","-19.889944","-43.368639","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2012","5464","Southern America",NA,"BHCB050881",NA,"815","815","04","11",NA,NA,NA,NA
"195","2019-10-02 14:52:59-03","UFMG","BHCB","91400","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Aparisthimium","cordatum","Aparisthimium cordatum","(A.Juss.) Baill.",NA,"Stehmann, JR; Ferreira, RM; Alves, THS","2003","12","17","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti","-43.365283","-19.892506","-43.365283","-19.892506",NA,NA,NA,"2003","3917","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-10-02 14:48:34-03","UFMG","BHCB","179323","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae",NA,NA,NA,NA,NA,"Carmo, FF","2010","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti","-43.368639","-19.889944","-43.368639","-19.889944",NA,"Coletada em afloramento de granito.",NA,NA,"5226","Southern America",NA,"BHCB037163",NA,"815","815",NA,NA,NA,NA,NA,NA
"197","2019-10-02 15:08:09-03","UFMG","BHCB","69872","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Aristida",NA,"Aristida",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, Mirante do Cruzeiro",NA,"-19.889556",NA,"-19.889556",NA,"Afloramento rochoso. Erva em acúmulo de solo, inflorescências creme, aristas roxas",NA,NA,"4721","Southern America",NA,NA,NA,"810","810",NA,NA,NA,NA,NA,NA
"198","2020-02-18 22:21:08-03","UFMG","BHCB","144855","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Aristida","setifolia","Aristida setifolia","Kunth",NA,"Carmo, FF","2011","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368636","-19.889944","-43.368636","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2011","5465","Southern America",NA,"BHCB035219",NA,"815","815","04","23",NA,NA,NA,NA
"199","2020-02-18 22:21:08-03","UFMG","BHCB","144857","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Aristida","setifolia","Aristida setifolia","Kunth",NA,"Carmo, FF","2011","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368636","-19.889944","-43.368636","-19.889944",NA,NA,NA,"2011","5473","Southern America",NA,"BHCB035191",NA,"815","815","04","23",NA,NA,NA,NA
"200","2019-11-14 18:37:08-03","UFMG","BHCB","77908","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Athenaea","velutina","Athenaea velutina","(Sendtn.) D'Arcy",NA,"Lombardi, JA; Salino, A; Stehmann, JR","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, Próximo aos laboratórios","-43.366667","-19.883333","-43.366667","-19.883333",NA,"Interior de mata semidecídua. Arbusto, ca. 2.5m, folhas papiráceas, pétalas brancas, mosqueadas de verde, frutos imaturos verdes.",NA,"2019","5032","Southern America",NA,"BHCB026300",NA,NA,NA,"08","02",NA,NA,NA,NA
"201","2020-02-18 22:21:08-03","UFMG","BHCB","144856","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Axonopus","siccus","Axonopus siccus","(Nees) Kuhlm.",NA,"Carmo, FF","2011","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368636","-19.889944","-43.368636","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2011","5472","Southern America",NA,"BHCB035190",NA,"815","815","04","23",NA,NA,NA,NA
"202","2020-02-18 22:19:32-03","UFMG","BHCB","156756","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Baccharis","serratula","Baccharis serratula","(Lam.) Pers.",NA,"Carmo, FF","2010","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368639","-19.889944","-43.368639","-19.889944",NA,"coletado afloramento de granito",NA,"2012","5221","Southern America",NA,"BHCB050886",NA,"815","815","05","05",NA,NA,NA,NA
"203","2019-10-02 14:49:32-03","UFMG","BHCB","85958","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata","(Laam.) Pers.",NA,"Stehmann, JR","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti.","-43.365278","-19.8925","-43.365278","-19.8925",NA,NA,NA,"2011","3448","Southern America",NA,"BHCB023433",NA,NA,NA,"06","28",NA,NA,NA,NA
"204","2019-10-02 14:55:51-03","UFMG","BHCB","69879","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis",NA,"Banisteriopsis",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG., Mirante do Cruzeiro","-43.366667","-19.883333","-43.366667","-19.883333",NA,"Afloramento rochoso. Arbusto, ca. 1.5 m, folhas cartáceas, acinzentadas na face abaxial, cálice verde, corola lilás, frutos imaturos verdes.",NA,NA,"4728","Southern America",NA,"BHCB008421",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-02-18 22:20:10-03","UFMG","BHCB","149373","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A.Juss.) Little",NA,"Carmo, FF","2011","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.368639","-19.889944","-43.368639","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2011","5453","Southern America",NA,"BHCB035621",NA,"815","815","07","29",NA,NA,NA,NA
