"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"52","2015-07-02 14:00:33-03","JBP","HPL","771","S","Plantae",NA,NA,"Araceae","Philodendron","williamsii","Philodendron williamsii","Hook f.","E.R. Salviani & H. Lorenzi","2000","E.R. Salviani & H. Lorenzi","1799","2000","11","21",NA,"Brasil","ES","Ibiraçu","À 1km da divisa do municípío de Ibiraçu, lado esquerdo, sentido Fundão, em um maciço de granito","-40.3697","-19.8319",NA,NA,NA,NA,NA,NA,NA,NA,"13709","auto","11","21",NA,NA,NA,NA,NA
"53","2015-07-02 14:02:16-03","JBP","HPL","3152","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","speciosa","Sinningia speciosa","Bail","E.R. Salviani & H. Lorenzi","2000","E.R. Salviani & H. Lorenzi","1800","2000","11","21",NA,"Brasil","ES","Ibiraçu","Coletada em paredão rochoso.","-40.3697","-19.8319",NA,NA,NA,NA,NA,NA,NA,NA,"13709","auto","11","21",NA,NA,NA,NA,NA
"54","2015-07-02 14:00:27-03","JBP","HPL","938","S","Plantae",NA,NA,"Araceae","Anthurium","xanthophylloides","Anthurium xanthophylloides","G.M. Barroso","E.R. Salviani & H. Lorenzi","2000","E.R. Salviani & H. Lorenzi","1802","2000","11","21",NA,"Brasil","ES","Ibiraçu","Divisa com Fundão mais ou menos 1km a esquerda.","-40.3697","-19.8319",NA,NA,NA,NA,NA,NA,NA,NA,"13709","auto","11","21",NA,NA,NA,NA,NA
"55","2015-07-02 14:02:04-03","JBP","HPL","4596","S","Plantae",NA,NA,"Fabaceae-Faboideae","Vataireopsis","araroba","Vataireopsis araroba","(Aguiar) Ducke","E.R. Salviani & H. Lorenzi","1998","E.R. Salviani & H. Lorenzi","126","1998","07","21",NA,"Brasil","ES","Ibiraçu","Coletada nas proximidades da cidade ca. 1km da estrada para o Mosteiro.","-40.3697","-19.8319",NA,NA,NA,NA,NA,NA,NA,NA,"13709","auto","07","21",NA,NA,NA,NA,NA
"56","2020-03-10 08:30:12-03","UFV","VIC","45822","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea",NA,"Chusquea","Kunth","Gomes, J.M.L.","1990","Gomes, J.M.L.; et al.","1181","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem, Trilha do mirante II","-40.6425","-20.475833","-40.6425","-20.475833",NA,"Caule com cerca de 4 m. Entre-nós com até 18 cm. Vegetação primário pouco alterada.; Caule com cerca de 4 m. Entre-nós com até 18 cm.","VIC045822","VIC045822",NA,NA,NA,NA,"05","31",NA,NA,NA,NA,NA
"57","2019-11-21 14:48:06-03","UFJF","CESJ","65298","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","origanoides","Lippia origanoides","Kunth","F.R.G. Salimena","2017","J.M.L. Gomes; H.Q.B. Fernandes; A.L. Martins","1136","1990","05","26","América do Sul","Brasil","Espírito Santo","Ibiraçu",NA,"-40.626111","-20.388611","-40.626111","-20.388611",NA,"Vegetação rupestre, subarbustiva em moitas. Subarbusto, 1m alt. Folhas com cheiro forte. Flores alvas.","CESJ065298",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,NA
"58","2020-02-19 18:59:06-03","UFJF","CESJ","65214","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lantana","undulata","Lantana undulata","Schrank","P.H. Cardoso","2020","H.Q.B. Fernandes","2939","1990","05","27","América do Sul","Brasil","Espírito Santo","Ibiraçu",NA,"-40.626111","-20.388611","-40.626111","-20.388611",NA,NA,"CESJ065214",NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:37:38-03","UFJF","CESJ","26581","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","V.F.Braga","2006","H.Q.B. Fernandes; JMLGomes; AL Martins; et al.","2981","1990","05","29","América do Sul","Brasil","Espírito Santo","Ibiraçu",NA,"-40.369701385498","-19.8318996429443",NA,NA,NA,"Fl. Est. Semidecídua.Arbóreo","CESJ026581",NA,NA,NA,"13709","auto","06",NA,NA,NA,NA,NA,NA
"60","2020-03-06 15:29:05-03","UFES","SAMES","63","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,NA,"Aoyama,E.M.; Indriunas,A.","147","2014","03","12",NA,"Brasil","Espírito Santo","Ibiraçu","Rodovia BR 101 Norte, km 210.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Erva, até 20-30 cm. Inflorescências com brácteas verdes, flores lilases, frutos imaturos verdes.","SAMES00063",NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:00:38-03","UNICAMP","UEC","73908","S","Plantae","Liliopsida",NA,"Orchidaceae","Cyclopogon","congestus","Cyclopogon congestus","(Vell.) Hoehne","Pansarin, ER; Borba, EL","1998","Webster, GL","29589","1992","08","02",NA,"Brazil","Espírito Santo","Ibiraçu","Cabeceira do Pau Gigante, C. 8 km airline SE of Acioli. Rain forest in IBAMA reserve on steep slopes.","-40.5","-19.7","-40.5","-19.7",NA,"Epipetric orchid on bare granitic rock; leaves striped above; fls. greenish-white.","UEC064414","UEC064414","350","350",NA,NA,"03",NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:09:01-03","UNICAMP","UEC","184914","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","fatimae","Kielmeyera fatimae","R.J. Trad","Trad, RJ","2018","Gomes, JML","1137","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Mosteiro Zen Budista, área do Mirante I. Vegetação arbustiva/rupestre primária.","-40.626111","-20.388611","-40.626111","-20.388611",NA,"Planta com 4m de altura. Flor alva.","UEC107976","UEC107976",NA,NA,NA,NA,"08",NA,NA,"paratypus",NA,NA,NA
"63","2019-08-20 10:05:52-03","UNICAMP","UEC","194012","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Leitão Filho, HF","1990","Fernandes, HQB","2932","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu",NA,"-40.626111","-20.388611","-40.626111","-20.388611",NA,NA,"UEC155629","UEC155629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-02-10 17:54:34-03","UNICAMP","UEC","61321","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(A.DC.) Naudin","Rodrigues, RR","1990","Botta, KR; Gomes, JML; Martins, AL","H2934","1990","05",NA,NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem","-40.383333","-19.883333","-40.383333","-19.883333",NA,"fruto, Árvore de 15 m de altura, DAP de 25 cm, inflorescência avermelhada, frutos maduros pretos. Freqüente em locais de regeneração natural. Floresta de vale secundária. Floresta Atlântica.","UEC182677","UEC182677","300","470",NA,NA,"05",NA,NA,NA,NA,NA,NA
"65","2020-02-10 17:54:34-03","UNICAMP","UEC","81118","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia","(A.DC.) Naudin","Rodrigues, RR","1990","Fernandes, HQB; Gomes, JML; Martins, AL; et al.","H2934","1990","05",NA,NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem","-40.383333","-19.883333","-40.383333","-19.883333",NA,"Árvore de 15m de altura, DAP de 25cm, inflorescências avermelhadas, frutos maduros pretos. Frequente em locais de regeneração natural.; Floresta Atlântica. Floresta de vale secundária.","UEC163596","UEC163596","300","470",NA,NA,"05","27",NA,NA,NA,NA,NA
"66","2019-08-20 10:19:08-03","UNICAMP","UEC","67275","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","hypoleuca","Miconia hypoleuca","(Benth.) Triana","Goldenberg, R","1999","Botta, KR; Gomes, JML; Martins, AL","2944","1990","05","27",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem - T","-40.383333","-19.883333","-40.383333","-19.883333",NA,"flor e fruto, Arvoreta de 4 m de altura. Folhas inferiormente, e inflorescência castanho-clara. Frutos jovens verdes. Capoeira alta. Floresta Atlântica. Rev. Miconia sect. Chaenanthera.","UEC019256","UEC019256","300","470",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-29 14:21:44-03","UNICAMP","UEC","67277","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","pyrifolia","Miconia pyrifolia","Naudin","Wurdack, JJ","1991","Botta, KR; Gomes, JML; Martins, AL","2934","1990","05","27",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem, Trilha do Bananal (ramo da do Mirante 1).","-40.383333","-19.883333","-40.383333","-19.883333",NA,"fruto, Árvore de 15 m de altura, DAP de 25 cm. Infloresc~encia avermelhada, frutos maduros pretos. Freqüente em locais de regenaração. Floresta de vale, secundária.","UEC169759","UEC169759","300","470",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:25:56-03","UNICAMP","UEC","73899","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","2003","Webster, GL","29586","1992","08","02",NA,"Brazil","Espírito Santo","Ibiraçu","Cabeceira do Pau Gigante, c. 8km airline SE of Acioli, elev. c.350m.&nf;Rain forest in IBAMA reserve on steep slopes.&nf;Woody vine; frs reddish.","-40.5","-19.711944","-40.5","-19.711944",NA,NA,"UEC042468","UEC042468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:22:58-03","UNICAMP","UEC","73906","S","Plantae","Magnoliopsida",NA,"Piperaceae","Piper","gaudichaudianum","Piper gaudichaudianum","Kunth",NA,NA,"Webster, GL","29591","1992","08","02",NA,"Brazil","Espírito Santo","Ibiraçu","Cabeceira do Pau Gigante, Ca. 8 km airline SE of Acioli, elev. c. 350 m; rain forest in IBAMA reserva on steep slopes.","-40.5","-19.711944","-40.5","-19.711944",NA,"Common shrub c. 2 m high; spikes whitish, recurved.","UEC149877","UEC149877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-02-03 10:09:04-03","UNICAMP","UEC","203806","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Shimizu, GH; Martins, MV","2018","Fernandes, HQB","2922","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Brasil, Espírto Santo, Ibiraçu.","-40.626111","-20.388611","-40.626111","-20.388611",NA,NA,"UEC178606",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"71","2020-03-02 11:04:43-03","UNICAMP","UEC","206893","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Clusia","melchiorii","Clusia melchiorii","Gleason","Alencar, AC","2020","Kollmann, L; Fontana, AP; Esgario, C","7738","2005","05","06",NA,"Brazil","Espírito Santo","Ibiraçu","Brasil, ES, Município de Ibiraçu, Lombardia, divisa Sta. Teresa/Ibiraçu.Pedra, terreno de Ilário Sfalcine.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto de 2 m no sol.Flores amarelas.","UEC179524",NA,NA,NA,"13709","auto","02",NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:05:44-03","UNICAMP","UEC","178526","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","Souza, VC","1992","Fernandes, HQB; Gomes, JML; et al.","H2993","1990","05",NA,NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecol. do Morro da Vargem - Floresta Atlântica. ca. 19°53'S, 40°23'W- 300-470m.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto de 2m de altura. Capítulos amarelados, aromáticos.; Floresta Atlântica.","UEC009758","UEC009758",NA,NA,"13709","auto","02","10",NA,NA,NA,NA,NA
"73","2019-08-20 10:17:51-03","UNICAMP","UEC","60591","S","Plantae","Magnoliopsida",NA,"Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.","Esteves, GL","1997","Botta, KR; Gomes, JML; et al.","23442","1990","05","31",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morroa da Margem, Vegetação rupestre","-40.369701385498","-19.8318996429443",NA,NA,NA,"Sub-arbusto, 06 cm de alt. Brácteas róseas, sépalas roxas, estames azuis",NA,NA,NA,NA,"13709","auto","05",NA,NA,NA,NA,NA,NA
"74","2020-02-10 17:55:36-03","UNICAMP","UEC","60351","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","pallens","Trichilia pallens","A.DC.","Pastore, JA","1996","Baudet Fernandes, HQ; Gomes, JML; et al.","23434","1990","05","31",NA,"Brazil","Espírito Santo","Ibiraçu","Estação ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto de 2m de ltura, frutos vermelho.; Vegetação secundária- Capoeira.","UEC058308","UEC058308",NA,NA,"13709","auto","08","19",NA,NA,NA,NA,NA
"75","2019-08-20 10:10:56-03","UNICAMP","UEC","60590","S","Plantae","Magnoliopsida",NA,"Erythroxylaceae","Erythroxylum","ambiguum","Erythroxylum ambiguum","Peyr.",NA,NA,"Baudet Fernandes, HQ; Gomes, JML; et al.","23443","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Estação ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto, 4.5 metros alt., frutos verdes e marrons.; Zona de transição entre mata e reg. rupestre.","UEC000347","UEC000347",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:02:47-03","UNICAMP","UEC","59672","S","Plantae","Magnoliopsida",NA,"Annonaceae","Xylopia",NA,"Xylopia","L.",NA,NA,"Botta, KR; Gomes, JML","23422","1990","05","27",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem","-40.369701385498","-19.8318996429443",NA,NA,NA,"Mata atlântica, vegetação secundária-capoeira. Subarbusto de 1m alt., aprox. Estéril.","UEC099605","UEC099605",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-08-20 10:02:10-03","UNICAMP","UEC","60595","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia",NA,"Ruellia","L.",NA,NA,"Botta, KR; Gomes, JML","23446","1992","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem","-40.369701385498","-19.8318996429443",NA,NA,NA,"flor, Mata Atlântica (topo). arbusto com mais ou menos 1m de altura. Flores rosas.",NA,NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:08:09-03","UNICAMP","UEC","60556","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia",NA,"Tabebuia",NA,NA,NA,"Baudet Fernandes, HQ; Gomes, JML; et al.","23424","1990","05","27",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem","-40.369701385498","-19.8318996429443",NA,NA,NA,"árvore ca. 25m, casca lisa clara mais ou menos lisa; mata atlântica","UEC148668","UEC148668",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:16:20-03","UNICAMP","UEC","60557","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","Nicolau, SA","1996","Baudet Fernandes, HQ; Gomes, JML; et al.","23425","1990","05","28",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem","-40.369701385498","-19.8318996429443",NA,NA,NA,"Árvore de 8 metros aproximadamente. DAP de 25 cm. Casca mais ou menos lisa com lenticelas pequenas.; Mata Atlântica (Primitiva alterada)","UEC005632","UEC005632",NA,NA,"13709","auto","05","16",NA,NA,NA,NA,NA
"80","2019-08-20 10:23:46-03","UNICAMP","UEC","60547","S","Plantae","Magnoliopsida",NA,"Ranunculaceae","Clematis","dioica","Clematis dioica","L.",NA,NA,"Baudet Fernandes, HQ; Gomes, JML; et al.","23413","1990","05","28",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem","-40.369701385498","-19.8318996429443",NA,NA,NA,"Trepadeira, flores masculinas brancas, muito aromáticas.; Mata atlântica,","UEC171553","UEC171553",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-08-20 10:11:08-03","UNICAMP","UEC","59601","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon",NA,"Actinostemon",NA,NA,NA,"Baudet Fernandes, HQ; Gomes, JML; et al.","23426","1990","05","31",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto de cerda de 4 metros, com DAP igual a 10 cm. Frutos maduros marrons.",NA,NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"82","2019-08-20 10:09:54-03","UNICAMP","UEC","60598","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Clusia","spiritu-sanctensis","Clusia spiritu-sanctensis","Mariz & W",NA,NA,"Botta, KR; Gomes, JLM","23441","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem","-40.369701385498","-19.8318996429443",NA,NA,NA,"Material veget, Arbusto, 6m alt. Estéril.","UEC143662","UEC143662",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"83","2019-08-20 10:08:21-03","UNICAMP","UEC","60538","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","macrophylla","Eriotheca macrophylla","(K.Schum.) A.Robyns","Duarte, MC","2010","Fernandes, HQB; Gomes, JML; et al.","23435","1990","05","28",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Árvore de 15m de altura.&nf;DAP 45cm. Estéril.; Mata Atlântica (mata de tipo).","UEC029139","UEC029139",NA,NA,"13709","auto","08",NA,NA,NA,NA,NA,NA
"84","2019-08-20 10:16:13-03","UNICAMP","UEC","60596","S","Plantae","Magnoliopsida",NA,"Lamiaceae","Ocimum",NA,"Ocimum",NA,NA,NA,"Fernandes, HQB; Gomes, JML","23447","1992","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Erva, 45 cm de altura, aromática.; Mata Atlântica.","UEC059613","UEC059613",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"85","2019-08-20 10:25:52-03","UNICAMP","UEC","60558","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Paullinia","carpopoda","Paullinia carpopoda","Cambess.","Somner, GV","1997","Fernandes, HQB; Gomes, JML","23427","1990","05","28",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Trepadeira com ganchos. Estéril.&nf;&nf;&nf;; Mata Atlântica, primitiva alterada, vale.","UEC049971",NA,NA,NA,"13709","auto","02","17",NA,NA,NA,NA,NA
"86","2019-08-20 10:08:56-03","UNICAMP","UEC","60569","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera","Mart. & Zucc.",NA,NA,"Botta, KR; Gomes, JML","23437","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Material veget, Árvore estéril com aproximadamente 10m alt. DAP 18cm, latescente.",NA,NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:26:05-03","UNICAMP","UEC","60559","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum",NA,"Chrysophyllum",NA,NA,NA,"Baudet Fernandes, HQ; Gomes, JML; et al.","23428","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto com cerca de 4 metros de altura. Ramos com índumento castanho. Botões florais e frutos jovens vcerdes.; Vegetação secundária - capoeira.","UEC031600","UEC031600",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-03-02 11:02:31-03","UNICAMP","UEC","59673","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata","(Lam.) Pers.","Hind, DJN","1997","Baudet Fernandes, HQ; Gomes, JML; et al.","23431","1990","06","01",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Subarbusto, 70 cm de altura. Flor verde amarelada (nova) e marron (velha).; Vegetação secundária - Capoeira.","UEC118838","UEC118838",NA,NA,"13709","auto","10",NA,NA,NA,NA,NA,NA
"89","2019-08-20 10:07:07-03","UNICAMP","UEC","60543","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","cotoneaster","Vernonia cotoneaster","(Willd. ex Spreng.) Less.",NA,NA,"Fernandes, HQB; Gomes, JML; et al.","23436","1990","05","26",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Subarbusto 1 metro de altura. Capítulos lilás.; Mata Atlântica (Topo).","UEC132295","UEC132295",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 10:06:09-03","UNICAMP","UEC","60562","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","laevigata","Mikania laevigata","Sch.Bip. ex Baker","Ritter, MR","2000","Fernandes, HQB; Gomes, JML; et al.","23433","1990","05","27",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Trepadeira lenhosa. Flores brancas esverdeadas, aconáticas. Folha um pouco sulenta.; Mata Secundária.","UEC126177","UEC126177",NA,NA,"13709","auto","09","25",NA,NA,NA,NA,NA
"91","2020-03-02 11:02:10-03","UNICAMP","UEC","60561","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","calvescens","Baccharis calvescens","A.DC.",NA,NA,"Baudet Fernandes, HQ; Gomes, JML; et al.","23430","1990","05","28",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto de 2,5 metros de altura. Capítulos jovens verde-claros.","UEC101881","UEC101881",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"92","2019-08-20 10:22:43-03","UNICAMP","UEC","59674","S","Plantae","Magnoliopsida",NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","G.Planch.","Pirani, JR","1996","Baudet Fernandes, HQ; Gomes, JML; et al.","23429","1990","05","27",NA,"Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Margem.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Arbusto de 6 metros de altura. Frutos amarelos e marrons.; Mata Atlântica.","UEC020963","UEC020963",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
