"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","individualCount"
"1364","2019-12-06 14:24:30-03","MBM","MBM","226204","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","Pfaffia jubata","Teixeira, W.A.","s.n.","1993","07","29","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226204","MBM226204","jubata",NA,"Mart.","Siqueira, J.C.","1995","08",NA,"20553","auto",NA,NA,NA,NA,NA
"1365","2019-12-06 14:23:56-03","MBM","MBM","226219","S","Plantae",NA,NA,"Acanthaceae","Ruellia","Ruellia villosa","Teixeira, W.A.","s.n.","1993","06","25","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226219","MBM226219","villosa",NA,"(Nees) Lindau","Kameyama, C.","1996","04",NA,"20553","auto",NA,NA,NA,NA,NA
"1366","2019-12-06 15:22:31-03","MBM","MBM","60294","S","Plantae",NA,NA,"Solanaceae","Solanum","Solanum nodiflorum","Irwin, H.S.; et al.; et al.","19812A",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM060294","MBM060294","nodiflorum",NA,"Jacq.","Keel, S.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1367","2019-12-06 14:56:26-03","MBM","MBM","188005","S","Plantae",NA,NA,"Lamiaceae","Hyptis","Hyptis nudicaulis","Teixeira, W.A.","s.n.","1994","03","11","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM188005","MBM188005","nudicaulis",NA,"Benth.","Harley, R.M.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1368","2019-12-06 14:26:10-03","MBM","MBM","50375","S","Plantae",NA,NA,"Apocynaceae","Ditassa","Ditassa decussata","Irwin, H.S.","19811","1968","02","11","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM050375","MBM050375","decussata",NA,"Mart. & Zucc.","Spellman, D.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1369","2019-12-06 15:04:26-03","MBM","MBM","226280","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","Lavoisiera alba","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226280","MBM226280","alba",NA,"DC.","Martins, A.B.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1370","2019-12-06 15:05:36-03","MBM","MBM","233869","S","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia theaezans","Antunes Teixeira, W.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM233869","MBM233869","theaezans",NA,"(Bonpl.) Cogn.","Goldenberg, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1371","2019-12-06 14:42:07-03","MBM","MBM","227899","S","Plantae",NA,NA,"Cyperaceae","Scleria","Scleria hirtella","Teixeira, W.A.","s.n.","1995","02","25","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM227899","MBM227899","hirtella",NA,"Sw.","Kral, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1372","2019-12-06 15:05:39-03","MBM","MBM","233898","S","Plantae",NA,NA,"Melastomataceae","Microlicia","Microlicia fasciculata","Teixeira, W.A.","s.n.","1993","10","16","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM233898","MBM233898","fasciculata",NA,"Mart. ex Naudin","Rodrigues, K.F.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1373","2019-12-06 15:05:46-03","MBM","MBM","233896","S","Plantae",NA,NA,"Melastomataceae","Ossaea","Ossaea cinnamomifolia","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM233896","MBM233896","cinnamomifolia",NA,"(Naudin) Triana","Souza, M.L.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1374","2019-12-06 14:41:52-03","MBM","MBM","188022","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","Rhynchospora consanguinea","Teixeira, W.A.","s.n.","1994","01","04","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM188022",NA,"consanguinea",NA,"(Kunth) Boeck.","Araújo, A.C.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1375","2019-12-06 15:20:46-03","MBM","MBM","226318","S","Plantae",NA,NA,"Sapindaceae","Serjania","Serjania reticulata","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226318","MBM226318","reticulata",NA,"Cambess.","Acevedo-Rodriguez, P.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1376","2019-12-06 14:38:03-03","MBM","MBM","226216","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","Siphocampylus imbricatus","Teixeira, W.A.","s.n.","1993","08","23","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226216","MBM226216","imbricatus",NA,"(Cham.) G. Don","Godoy, S.A.P.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1377","2019-12-06 15:06:04-03","MBM","MBM","226273","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","Tibouchina multiflora","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226273","MBM226273","multiflora",NA,"(Gardn.) Cogn.","Semir, J.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1378","2019-12-06 15:24:28-03","MBM","MBM","194177","S","Plantae",NA,NA,"Velloziaceae","Vellozia","Vellozia variabilis","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM194177","MBM194177","variabilis",NA,"Mart. ex Schult. & Schult. f.","Mello-Silva, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1379","2019-12-06 14:42:10-03","MBM","MBM","188021","S","Plantae",NA,NA,"Cyperaceae","Trilepis","Trilepis lhotzkiana","Teixeira, W.A.","s.n.","1994","06","04","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM188021","MBM188021","lhotzkiana",NA,"Nees ex Arn.","Thomas, W.W.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1380","2019-12-06 15:24:22-03","MBM","MBM","194176","S","Plantae",NA,NA,"Velloziaceae","Vellozia","Vellozia compacta","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM194176","MBM194176","compacta",NA,"Mart. ex Schult. f.","Mello-Silva, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1381","2019-12-06 14:39:34-03","MBM","MBM","188029","S","Plantae",NA,NA,"Clusiaceae","Vismia","Vismia brasiliensis","Teixeira, W.A.","s.n.","1995","04","13","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM188029","MBM188029","brasiliensis",NA,"Choisy","Robson, N.K.B.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1382","2019-12-06 14:37:21-03","MBM","MBM","194109","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","Tillandsia stricta","Teixeira, W.A.","s.n.","1994","09","30","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM194109","MBM194109","stricta",NA,"Sol. ex Sims.","Martinelli, G.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1383","2019-12-06 15:06:14-03","MBM","MBM","226777","S","Plantae",NA,NA,"Melastomataceae","Trembleya","Trembleya lanifolia","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226777","MBM226777","lanifolia",NA,"(Don) Cogn.","Martins, A.B.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1384","2019-12-06 15:05:36-03","MBM","MBM","233899","S","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia trianae","Teixeira, W.A.","s.n.","1993","08","04","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Serra dos Inconfidentes","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM233899","MBM233899","trianae",NA,"Cogn.","Goldenberg, R.","2018",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1385","2019-12-06 15:21:36-03","MBM","MBM","226332","S","Plantae",NA,NA,"Smilacaceae","Smilax","Smilax oblongifolia","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Próximo ao Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM226332","MBM226332","oblongifolia",NA,"Pohl","Andreata, R.H.P.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1386","2019-12-06 15:24:22-03","MBM","MBM","212667","S","Plantae",NA,NA,"Velloziaceae","Vellozia","Vellozia compacta","Mello-Silva, R.; et al.; et al.","1286",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Rodovia dos Inconfidentes, km 46","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM212667","MBM212667","compacta",NA,"Mart. ex Schult. f.","Mello-Silva, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1387","2019-12-06 15:09:25-03","MBM","MBM","102605","S","Plantae",NA,NA,"Myrtaceae","Myrcia","Myrcia guajavifolia","Hatschbach, G.","49836","1985","09","18","Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM102605","MBM102605","guajavifolia",NA,"O. Berg","Sobral, M.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1388","2019-12-06 14:46:59-03","MBM","MBM","104075","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","Chamaecrista ciliolata pulchella","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49830",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM104075","MBM104075","ciliolata","pulchella","(Irwin & Barneby) Irwin & Barneby","Barneby, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1389","2019-12-06 15:21:36-03","MBM","MBM","103584","S","Plantae",NA,NA,"Smilacaceae","Smilax","Smilax coriifolia","Hatschbach, G.","49831",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM103584","MBM103584","coriifolia",NA,"DC.","Andreata, R.H.P.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1390","2019-12-06 14:49:34-03","MBM","MBM","103608","S","Plantae",NA,NA,"Fabaceae","Mimosa","Mimosa pogocephala","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49829",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM103608","MBM103608","pogocephala",NA,"Benth.","Barneby, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1391","2019-12-06 15:02:24-03","MBM","MBM","104126","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","Peixotoa tomentosa","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49841",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM104126","MBM104126","tomentosa",NA,"A. Juss.","Anderson, C.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1392","2019-12-06 15:22:26-03","MBM","MBM","104915","S","Plantae",NA,NA,"Solanaceae","Solanum","Solanum leptostachys","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49837",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM104915","MBM104915","leptostachys",NA,"Dunal","Nee, M.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1393","2019-12-06 14:56:19-03","MBM","MBM","105299","S","Plantae",NA,NA,"Lamiaceae","Hyptis","Hyptis lutescens","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49849","1985","09","18","Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM105299","MBM105299","lutescens",NA,"Pohl ex Benth.","Harley, R.M.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1394","2019-12-06 14:32:16-03","MBM","MBM","103289","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","Lepidaploa barbata","Hatschbach, G.; et al.; et al.","49827","1985","09","18","Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM103289","MBM103289","barbata",NA,"(Less.) H. Rob.","Robinson, H.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1395","2019-12-06 15:10:01-03","MBM","MBM","102631","S","Plantae",NA,NA,"Myrtaceae","Myrcia","Myrcia subverticillaris","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49838","1985","09","18","Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM102631","MBM102631","subverticillaris",NA,"(O. Berg) Kiaersk.","Sobral, M.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1396","2019-12-06 15:15:11-03","MBM","MBM","27828","S","Plantae",NA,NA,"Poaceae","Paspalum","Paspalum plicatulum","Macedo, A.","5116",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Serra do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM027828","MBM027828","plicatulum",NA,"Michx.",NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1397","2019-12-06 14:24:14-03","MBM","MBM","374834","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","Alstroemeria plantaginea","Krieger, L.","21120","1986","01","23","Southern America","Brazil","Minas Gerais","Itabirito","Serra do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM374834","MBM374834","plantaginea",NA,"Mart. ex Schult. & Schult. f.","Assis, M.C.","2000","12",NA,"20553","auto",NA,NA,NA,NA,NA
"1398","2019-12-06 14:34:56-03","MBM","MBM","103291","S","Plantae",NA,NA,"Asteraceae","Vernonia","Vernonia virgulata","Hatschbach, G.; et al.; et al.","49826","1985","09","18","Southern America","Brazil","Minas Gerais","Itabirito","Serra do Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM103291","MBM103291","virgulata",NA,"Mart. ex DC.","Robinson, H.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1399","2019-12-06 15:07:32-03","MBM","MBM","178437","S","Plantae",NA,NA,"Myrtaceae","Acca","Acca elegans","Jammal, A.R.","s.n.","1987","11","14","Southern America","Brazil","Minas Gerais","Itabirito","Serra do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM178437","MBM178437","elegans",NA,"(Mart.) Landrum","Sobral, M.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1400","2019-12-06 15:07:32-03","MBM","MBM","178438","S","Plantae",NA,NA,"Myrtaceae","Acca","Acca elegans","Coutinho, J.M.D.","s.n.","1987","11","14","Southern America","Brazil","Minas Gerais","Itabirito","Serra do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM178438","MBM178438","elegans",NA,"(Mart.) Landrum","Sobral, M.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1401","2019-12-06 15:07:36-03","MBM","MBM","235387","S","Plantae",NA,NA,"Myrtaceae","Accara","Accara elegans","Souza, J.P.; et al.; et al.","238","1995","10","14","Southern America","Brazil","Minas Gerais","Itabirito","Ca. 10km na direção a Belo Horizonte","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM235387","MBM235387","elegans",NA,"(DC.) Landrum","Kawasaki, M.L.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1402","2019-12-06 14:43:22-03","MBM","MBM","254291","S","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","Actinocephalus bongardii","Krieger, L.","10652","1971","06","10","Southern America","Brazil","Minas Gerais","Itabirito","Rod. BR-135, km 406","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"No cerrado, em vale mais abrigado, alcançando 3m de altura. Floresce 2 a 3 anos seguidos. Fl. alvas infl. umbeladas, capítulos quase esféricos.","MBM254291","MBM254291","bongardii",NA,"(A.St.-Hil.) Sano","Trovó, M.I.O.","2010","03","25","20553","auto",NA,NA,NA,NA,NA
"1403","2019-12-06 14:29:18-03","MBM","MBM","103290","S","Plantae",NA,NA,"Asteraceae","Aspilia","Aspilia tomentosa","Hatschbach, G.; et al.; et al.","49833","1985","09","18","Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM103290","MBM103290","tomentosa",NA,"Baker","Robinson, H.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1404","2019-12-06 14:29:22-03","MBM","MBM","103285","S","Plantae",NA,NA,"Asteraceae","Ayapana","Ayapana amygdalina","Hatschbach, G.; et al.; et al.","49828","1985","09","18","Southern America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM103285","MBM103285","amygdalina",NA,"(Lam.) R.M. King & H. Rob.","Robinson, H.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1405","2019-12-06 14:30:08-03","MBM","MBM","389575","S","Plantae",NA,NA,"Asteraceae","Baccharis","Baccharis reticularia","Krieger, L.","10636","1971","06","10","Southern America","Brazil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM389575","MBM389575","reticularia",NA,"DC.","Teles, A.M.","2005","07","05","20553","auto",NA,NA,NA,NA,NA
"1406","2019-12-06 14:30:19-03","MBM","MBM","248640","S","Plantae",NA,NA,"Asteraceae","Baccharis","Baccharis trimera","Lombardi, J.A.; et al.; et al.","2779","1999","04","15","Southern America","Brazil","Minas Gerais","Itabirito","Condomínio Aconchego da Serra","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM248640","MBM248640","trimera",NA,"(Less.) DC.","Robinson, H.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1407","2019-12-06 15:24:18-03","MBM","MBM","194175","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","Barbacenia flava","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM194175","MBM194175","flava",NA,"Mart. ex Schult f.","Mello-Silva, R.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"1408","2019-12-06 14:41:04-03","MBM","MBM","188024","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","Bulbostylis juncoides","Teixeira, W.A.","s.n.","1993","07","05","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"MBM188024","MBM188024","juncoides",NA,"(Vahl) Kukenth.","Thomas, W.W.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
