"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"228","2019-08-20 10:11:54-03","UNICAMP","UEC","7403","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","evenia","Aeschynomene evenia evenia","C.Wright & Sauvalle","Antunes, LLC","2017","03","Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, JB","1977","03","Brazil","Minas Gerais","Governador Valadares","BR-116, G. Valadares - Teófilo Otoni, km","-41.9494018554688","-18.8511009216309","50833",NA,"flor e fruto, Subarbusto até 60 cm, flores esbranquiçadas.","auto","4375","08",NA,NA,NA,NA,"UEC135812","UEC135812",NA,"evenia","15",NA,NA,NA,NA
"229","2019-08-20 10:13:56-03","UNICAMP","UEC","27191","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","cultratus","Lonchocarpus cultratus","(Vell.) A.M.G.Azevedo & H.C.Lima","Tozzi, AMGA","1993",NA,"Duarte, AP; Pereira, E","1964","11","Brazil","Minas Gerais","Governador Valadares","BR-4","-41.9494018554688","-18.8511009216309","50833",NA,"flor, Árvore de 5-6 metros, flores róseas.","auto","8603","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-08-20 10:12:45-03","UNICAMP","UEC","6545","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia","(Pers.) Greene",NA,NA,NA,"Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, JB","1977","03","Brazil","Minas Gerais","Governador Valadares","Entre Gov. Valadares e Caratinga (BR 116, km 447)","-41.9494018554688","-18.8511009216309","50833",NA,"Herbáceo, prostrada, flores amarelas.","auto","4367","08",NA,NA,NA,NA,"UEC145856",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-02-20 13:42:46-03","UFPB","JPB","3434","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Boraginaceae","Cordia",NA,"Cordia",NA,NA,NA,NA,"Carvalheira, RPC","1900","01","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","JPB3434","01","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-06 09:57:43-03","UFOP","OUPR","30206","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hexandrum","Solanum hexandrum","Vell.","Agra, M.F.","1998",NA,"Silva, J.","1971","12","Brasil","Minas Gerais","Governador Valadares","Estação Experimental de Governador Valadares","-41.9494018554688","-18.8511009216309","50833",NA,"Sub-arbusto até 2m. Flôres azuis claras. Pouco frequentes. Alto de morro erodido","auto","553","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-06 09:55:19-03","UFOP","OUPR","4534","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Albizia","lebbeck","Albizia lebbeck","(L.) Benth.","Borges, L.M.","2010","11","s.col.","1985","04","Brasil","Minas Gerais","Governador Valadares","Ilha dos Araujos","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-06 09:55:21-03","UFOP","OUPR","4545","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia",NA,"Bauhinia","L.","Roschel, M.B.","1995","05","Roschel, M.B.","1985","07","Brasil","Minas Gerais","Governador Valadares","Ilha dos Araujos","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore. Flores roseas salpicadas de vermelho","auto","s.n.","08",NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"235","2019-11-06 09:55:21-03","UFOP","OUPR","15885","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","(Bong.) Steud.","Badini, J.","1985","04","Peron, M.V.","1985","04","Brasil","Minas Gerais","Governador Valadares","Ilha dos Araujos","-41.9494018554688","-18.8511009216309","50833",NA,"árvore. Cultivado (arborização). Flores com pétalas roseas, róseas salpicadas de vermelho e amarela salpicada de vermelho","auto","s.n.","08",NA,NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"236","2019-10-02 11:34:22-03","UDESC","LUSC","5782","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Macroptilium","lathyroides","Macroptilium lathyroides","(L.) Urb.","ISNAK, C.","2018","09","Maria Leonor R. Arruda",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"LUSC004114","LUSC004114",NA,NA,"17",NA,NA,NA,NA
"237","2019-10-02 11:34:12-03","UDESC","LUSC","5654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera",NA,"Indigofera",NA,"M.Brandão",NA,NA,"Adélio Borges",NA,NA,"Brasil","Minas Gerais","Governador Valadares","Pasto: Dor de Cabeça; Faz. M.A.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","33",NA,NA,NA,NA,NA,"LUSC008427","LUSC008427",NA,NA,NA,NA,NA,NA,NA
"238","2019-10-02 11:34:06-03","UDESC","LUSC","5803","PreservedSpecimen","Plantae",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,NA,NA,"Maria Leonor R. Arruda",NA,NA,"Brasil","Minas Gerais","Governador Valadares","Est. Experimental.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"LUSC000369","LUSC000369",NA,NA,NA,NA,NA,NA,NA
"239","2019-11-15 20:23:39-03","UTFPR","HCF","29646","S","Plantae",NA,NA,"Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","E.C. Nardin & F. Marinero","2019","05","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Derribadinha, Rio Doce","-41.841667","-18.861944",NA,NA,"herbácea 40 cm. Botões florais verde-amarelados. Vegetação secundária em estágio inicial.",NA,"1125","28",NA,"41°50'30 W","18°51'43 S",NA,NA,NA,NA,NA,"15","144","144",NA,NA
"240","2019-11-15 20:23:39-03","UTFPR","HCF","29650","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","F. Marinero","2019","03","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Rio Doce","-42.081389","-18.966111",NA,NA,"herbácea cespitosa 30 cm. Espiguetas verde-amareladas. Vegetação secundária em estágio inicial.",NA,"1107","27",NA,"42°04'53 W","18°57'58 S",NA,NA,NA,NA,NA,"19","171","171",NA,NA
"241","2020-01-21 18:06:38-03","UTFPR","HCF","29649","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","heterophylla","Euphorbia heterophylla","L.","F. Marinero","2019","05","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Rio Doce","-42.081389","-18.966111",NA,NA,"herbácea 30 cm. Frutos esverdeados. Vegetação secundária em estágio inicial.",NA,"1103","27",NA,"42°04'53 W","18°57'58 S",NA,NA,NA,NA,NA,"15","171","171",NA,NA
"242","2019-11-26 13:10:39-03","UTFPR","HCF","29862","S","Plantae",NA,NA,"Fabaceae","Lonchocarpus","cultratus","Lonchocarpus cultratus","(Vell.) A.M.G.Azevedo & H.C.Lima","F. Marinero","2019","03","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Beira de estrada","-41.863611","-18.859444",NA,NA,"árvore 10 m, flores rosadas. Vegetação secundária em estágio inicial.",NA,"1132","29",NA,"41°51'49 W","18°51'34 S",NA,NA,NA,NA,NA,"14","154","154",NA,NA
"243","2019-12-04 12:52:31-03","UTFPR","HCF","29990","S","Plantae",NA,NA,"Solanaceae","Physalis","angulata","Physalis angulata","L.","F. Marinero","2019","01","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Rio Doce","-42.081389","-18.966111",NA,NA,"herbácea 70 cm. Flores amarelas. Vegetação secundária em estágio inicial.",NA,"1100","27",NA,"42°04'53 W","18°57'58 S",NA,NA,NA,NA,NA,"22","171","171",NA,NA
"244","2019-11-26 13:10:39-03","UTFPR","HCF","29806","S","Plantae",NA,NA,"Rubiaceae","Richardia","brasiliensis","Richardia brasiliensis","Gomes","F. Marinero","2019","01","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Rio Doce","-42.081389","-18.966111",NA,NA,"herbácea, 30 cm. Flores de corola alva com ápice dos lobos rosados. Vegetação Secundária Estágio Inicial.",NA,"1101","27",NA,"42°04'53 W","18°57'58 S",NA,NA,NA,NA,NA,"24","171","171",NA,NA
"245","2019-11-15 20:23:38-03","UTFPR","HCF","29614","S","Plantae",NA,NA,"Acanthaceae","Ruellia","paniculata","Ruellia paniculata","L.","F. Marinero","2019","05","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Rio Doce","-41.908611","-18.850833",NA,NA,"arbusto 40 cm. Flores roxas e frutos verdes. Vegetação secundária em estágio inicial. Beira de estrada.",NA,"1121","27",NA,"41°54'31 W","18°51'03 S",NA,NA,NA,NA,NA,"13","162","162",NA,NA
"246","2019-11-15 20:23:39-03","UTFPR","HCF","29611","S","Plantae",NA,NA,"Loganiaceae","Spigelia","anthelmia","Spigelia anthelmia","L.","F. Marinero","2019","04","F. Marinero","2018","11","Brasil","MG","Governador Valadares","Rio Doce","-42.081389","-18.966111",NA,NA,"herbácea 30 cm. Frutos verdes. Vegetação secundária em estágio inicial.",NA,"1109","27",NA,"42°04'53 W","18°57'58 S",NA,NA,NA,NA,NA,"10","171","171",NA,NA
"247","2020-02-18 10:02:18-03","UFRRJ","RBR","21236","S","Plantae",NA,NA,"Malvaceae","Wissadula","contracta","Wissadula contracta","(Link) R.E.Fr.","Monteiro, H","1965","09","Kuniyoshi, N","1964","09","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","24",NA,NA,NA,NA,NA,"RBR00021236",NA,NA,NA,"23",NA,NA,NA,NA
"248","2020-02-18 10:01:41-03","UFRRJ","RBR","11060","S","Plantae",NA,NA,"Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,"Arruda, MLR","1972","11","Brasil","Minas Gerais","Governador Valadares","Estação Experimental","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.","13",NA,NA,NA,NA,"RBR00011060",NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-02-18 10:01:40-03","UFRRJ","RBR","11057","S","Plantae",NA,NA,"Fabaceae","Desmodium",NA,"Desmodium",NA,NA,NA,NA,"Arruda, MLR","1972","11","Brasil","Minas Gerais","Governador Valadares","Estação Experimental","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.","03",NA,NA,NA,NA,"RBR00011057",NA,NA,NA,NA,NA,NA,NA,NA
"250","2013-04-01 09:18:27-03","IPT","BCTW","4075","S","Plantae","Magnoliophyta",NA,NA,"Melanoxylon","brauna","Melanoxylon brauna","Schott","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"251","2013-04-01 09:17:44-03","IPT","BCTW","19502","S","Plantae","Magnoliophyta",NA,NA,"Hortia","arborea","Hortia arborea","Engl.",NA,NA,NA,"Lorenzi, H.",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"252","2013-04-01 09:18:33-03","IPT","BCTW","4077","S","Plantae","Magnoliophyta",NA,NA,"Mimusops","sp.","Mimusops sp.",NA,"IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"253","2013-04-01 09:18:40-03","IPT","BCTW","5144","S","Plantae","Magnoliophyta",NA,NA,"Myroxylon","sp.","Myroxylon sp.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494","-18.8511","50833",NA,"Classificação Original: Switenia macrophylla","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"254","2013-04-01 09:19:00-03","IPT","BCTW","4063","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","(Record) Kuhlm.","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"255","2013-04-01 09:19:13-03","IPT","BCTW","6182","S","Plantae","Magnoliophyta",NA,NA,"Plathymenia","reticulata","Plathymenia reticulata","Benth.","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494","-18.8511","50833",NA,"dens.: 0,24","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"256","2013-04-01 09:19:13-03","IPT","BCTW","4065","S","Plantae","Magnoliophyta",NA,NA,"Platycyamus","regnellii","Platycyamus regnellii","Benth.","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"257","2013-04-01 09:14:49-03","IPT","BCTW","4062","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"258","2013-04-01 09:14:49-03","IPT","BCTW","6183","S","Plantae","Magnoliophyta",NA,NA,"Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Smith","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"259","2013-04-01 09:15:06-03","IPT","BCTW","4068","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"260","2013-04-01 09:15:25-03","IPT","BCTW","19505","S","Plantae","Magnoliophyta",NA,NA,"Bougainvillea","sp.","Bougainvillea sp.",NA,NA,NA,NA,"Lorenzi, H.",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"261","2013-04-01 09:15:48-03","IPT","BCTW","4080","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","sp.","Cariniana sp.",NA,"IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"262","2013-04-01 09:15:48-03","IPT","BCTW","4064","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","sp.","Cariniana sp.",NA,"IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"263","2013-04-01 09:15:59-03","IPT","BCTW","4066","S","Plantae","Magnoliophyta",NA,NA,"Cavanillesia","sp.","Cavanillesia sp.",NA,"IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"264","2013-04-01 09:16:01-03","IPT","BCTW","4069","S","Plantae","Magnoliophyta",NA,NA,"Cedrela","sp.","Cedrela sp.",NA,"IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"265","2013-04-01 09:16:05-03","IPT","BCTW","4067","S","Plantae","Magnoliophyta",NA,NA,"Centrolobium","robustum","Centrolobium robustum","(Vell. Conc.) Benth.","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"266","2013-04-01 09:16:13-03","IPT","BCTW","4072","S","Plantae","Magnoliophyta",NA,NA,"Clarisia","racemosa","Clarisia racemosa","Ruiz & Pav.","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"267","2013-04-01 09:20:18-03","IPT","BCTW","6184","S","Plantae","Magnoliophyta",NA,NA,"Vataireopsis","araroba","Vataireopsis araroba","(Aguiar) Ducke","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"268","2013-04-01 09:20:21-03","IPT","BCTW","4079","S","Plantae","Magnoliophyta",NA,NA,"Virola","sp.","Virola sp.",NA,"IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"269","2019-12-06 15:22:46-03","MBM","MBM","418866","S","Plantae",NA,NA,"Solanaceae","Solanum","scuticum","Solanum scuticum","Nee","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","11","Brazil","Minas Gerais","Governador Valadares","Derribadinha, Rio Doce","-41.841667","-18.861944",NA,NA,NA,NA,"1126","28","Southern America","-41.841667","-18.861944",NA,"MBM418866",NA,NA,NA,"21","144","144",NA,NA
"270","2019-12-06 15:14:42-03","MBM","MBM","420695","S","Plantae",NA,NA,"Poaceae","Ichnanthus","mollis","Ichnanthus mollis","Ekman","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","Brazil","Minas Gerais","Governador Valadares",NA,"-42.094722","-18.987778",NA,NA,NA,NA,"4176","25","Southern America","-42.094722","-18.987778",NA,"MBM420695",NA,NA,NA,"01","170","170",NA,NA
"271","2019-12-06 14:40:19-03","MBM","MBM","420826","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","quamoclit","Ipomoea quamoclit","L.","Pujals, A.","2019","03","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","2019","01","Brazil","Minas Gerais","Governador Valadares",NA,"-42.139444","-19.034167",NA,NA,NA,NA,"s.n.","21","Southern America","-42.139444","-19.034167",NA,"MBM420826",NA,NA,NA,"28","247","247",NA,NA
"272","2019-12-06 15:24:11-03","MBM","MBM","420994","S","Plantae",NA,NA,"Urticaceae","Laportea","aestuans","Laportea aestuans","(L.) Chew","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","Brazil","Minas Gerais","Governador Valadares",NA,"-42.131111","-19.024722",NA,NA,NA,NA,"4174","25","Southern America","-42.131111","-19.024722",NA,"MBM420994",NA,NA,NA,"01","194","194",NA,NA
"273","2019-12-06 15:24:52-03","MBM","MBM","421438","S","Plantae",NA,NA,"Verbenaceae","Lippia","alba","Lippia alba","(Mill.) N.E. Brown ex Britton & Wilson","Felitto, G.",NA,NA,"Felitto, G.; Cafofo, E.; Cafofo, E.","2018","09","Brazil","Minas Gerais","Governador Valadares","Derribadinha","-41.838333","-18.859444",NA,NA,NA,NA,"s.n.","01","Southern America","-41.838333","-18.859444",NA,"MBM421438",NA,NA,NA,NA,"150","150",NA,NA
"274","2019-12-06 14:48:43-03","MBM","MBM","418872","S","Plantae",NA,NA,"Fabaceae","Lonchocarpus","cultratus","Lonchocarpus cultratus","(Vell.) A.M.G. Azevedo & H.C. Lima","Marinero, F.","2019","03","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","11","Brazil","Minas Gerais","Governador valadares","Beira de estrada","-41.863611","-18.859444",NA,NA,NA,NA,"1132","29","Southern America","-41.863611","-18.859444",NA,"MBM418872",NA,NA,NA,"14","154","154",NA,NA
"275","2019-12-06 14:48:54-03","MBM","MBM","50608","S","Plantae",NA,NA,"Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Burkart, A.",NA,NA,"Trinta, Z.A.; et al.; et al.",NA,NA,"Brazil","Minas Gerais","Governador Valadares","Governador Valadares","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","727",NA,"Southern America",NA,NA,NA,"MBM050608","MBM050608",NA,NA,NA,NA,NA,NA,NA
"276","2019-12-06 15:03:16-03","MBM","MBM","418856","S","Plantae",NA,NA,"Malvaceae","Malvastrum","coromandelianum","Malvastrum coromandelianum","(L.) Garcke","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","11","Brazil","Minas Gerais","Governador Valadares","Rio Doce, beira de estrada","-41.908611","-18.850833",NA,NA,NA,NA,"1116","27","Southern America","-41.908611","-18.850833",NA,"MBM418856",NA,NA,NA,"30","162","162",NA,NA
"277","2019-12-06 14:56:34-03","MBM","MBM","418845","S","Plantae",NA,NA,"Lamiaceae","Marsypianthes","chamaedrys","Marsypianthes chamaedrys","(Vahl) Kuntze","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","11","Brazil","Minas Gerais","Governador Valadares","Rio Doce","-42.081389","-18.966111",NA,NA,NA,NA,"1105","27","Southern America","-42.081389","-18.966111",NA,"MBM418845",NA,NA,NA,"29","171","171",NA,NA
"278","2019-12-06 14:49:31-03","MBM","MBM","418863","S","Plantae",NA,NA,"Fabaceae","Mimosa","pigra","Mimosa pigra","L.","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","11","Brazil","Minas Gerais","Governador Valadares","Rio Doce","-41.986667","-18.926944",NA,NA,NA,NA,"1123","27","Southern America","-41.986667","-18.926944",NA,"MBM418863",NA,NA,NA,"02","166","166",NA,NA
"279","2019-12-06 15:06:50-03","MBM","MBM","418844","S","Plantae",NA,NA,"Molluginaceae","Mollugo","verticillata","Mollugo verticillata","L.","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","11","Brazil","Minas Gerais","Governador Valadares","Rio Doce","-42.081389","-18.966111",NA,NA,NA,NA,"1104","27","Southern America","-42.081389","-18.966111",NA,"MBM418844",NA,NA,NA,"09","171","171",NA,NA
