"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem"
"58","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5117","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JLPR","Brasil","Minas Gerais","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201","22502",NA,"Folhas simples, pilosas em ambos os lados. Caule piloso. Uso medicinal: depurativo do sangue","auto","112",NA,NA,NA,NA,"Comunidade Indaiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG5122","S","Plantae",NA,NA,NA,"Fabaceae","Abarema",NA,"Abarema",NA,NA,NA,"Swerts","Brasil","Minas Gerais","Santa Maria de Itabira","-43.085972","-19.450972",NA,NA,"Folhas alternas, compostas, pilosas na superfície abaxial",NA,"(65)042",NA,NA,NA,NA,"Comunidade Indaiá","43°05'09.5 W","19°27'3.5 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-01-28 13:11:19-03","MCN-PUC-MINAS","HPUC-MG","ANG5109","S","Plantae",NA,NA,NA,"Lamiaceae","Aegiphila","cf. integrifolia","Aegiphila cf. integrifolia",NA,NA,NA,"JLPR","Brasil","Minas Gerais","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201","22502",NA,"Folhas pilosas em ambos lados.Cheiro suave. Usada como lenha","auto","(123) 14",NA,NA,NA,NA,"Comunidade Indaiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-01-28 13:11:30-03","MCN-PUC-MINAS","HPUC-MG","ANG5125","S","Plantae",NA,NA,NA,"Rubiaceae","Amaioua",NA,"Amaioua",NA,NA,NA,"Ludivanelem A.S","Brasil","Minas Gerais","Santa Maria de Itabira","-43.08475","-19.459972",NA,NA,"Folhas simples, textura coriacea",NA,"40",NA,NA,NA,NA,"Barro Preto - Fazenda das Pretas","43°05'05.1 W","19°27'35.9 S",NA,NA,NA,NA,"804","804",NA,NA,NA,NA
"62","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG1666","S","Plantae",NA,NA,NA,"Rubiaceae","Amaioua",NA,"Amaioua",NA,NA,NA,"Inês Ribeiro de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Material com frutos.","auto",NA,"1989","04",NA,NA,"Candinópoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG5115","S","Plantae",NA,NA,NA,"Fabaceae","Anadenanthera","cf. colubrina","Anadenanthera cf. colubrina",NA,NA,NA,"Swerts","Brasil","Minas Gerais","Santa Maria de Itabira","-43.083694","-19.45725",NA,NA,NA,NA,"68",NA,NA,NA,NA,"Barro preto - comunidade Quilombola","43°05'01.3 W","19°27'26.1 S",NA,NA,NA,NA,"717","717",NA,NA,NA,NA
"64","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG5116","S","Plantae",NA,NA,NA,"Fabaceae","Anadenanthera","cf. colubrina","Anadenanthera cf. colubrina",NA,NA,NA,"JLPR","Brasil","Minas Gerais","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201","22502",NA,"Folhas alternas, compostas. Frutos separados, coletados na beira do córrego","auto","115",NA,NA,NA,NA,"Comunidade Indaiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF281","S","Plantae","Pteridophyta",NA,NA,"Anemiaceae","Anemia","hirsuta","Anemia hirsuta",NA,NA,NA,"Ludivanelem A.S","Brasil","Minas Gerais","Santa Maria de Itabira","-43.086056","-19.453611",NA,NA,"Folhas compostas com esporófilo",NA,"41",NA,NA,NA,NA,NA,"43° 05' 9.8'' W","19° 27' 13'' S",NA,NA,NA,NA,"674","674",NA,NA,NA,NA
"66","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG459","S","Plantae",NA,NA,NA,"Bignoniaceae","Anemopaegma",NA,"Anemopaegma",NA,NA,NA,"Inês de Arvo","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Corola Amarela. Capoeira.","auto",NA,"1989","04","01",NA,"Candidópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-05-14 12:14:59-03","MCN-PUC-MINAS","HPUC-MG","BRI261","S","Plantae","Bryophyta",NA,NA,"Anthocerotaceae","Anthoceros",NA,"Anthoceros",NA,"Dra. Olga Yano",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","05","01",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"68","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG5141","S","Plantae",NA,NA,NA,"Fabaceae","Apuleia","cf. leiocarpa","Apuleia cf. leiocarpa",NA,NA,NA,"JLPR","Brasil","Minas Gerais","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201","22502",NA,"Folhas alternas. Madeira usada para construção de engenho e mesa","auto","114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG5151","S","Plantae",NA,NA,NA,"Asteraceae","Artemisia",NA,"Artemisia",NA,NA,NA,"Ludivanelem A.S","Brasil","Minas Gerais","Santa Maria de Itabira","-43.066667","-19.45",NA,NA,"Uso medicinal. Planta naturalizada.",NA,NA,NA,NA,NA,NA,"Barro preto","43°04' W","19°27' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG3065","S","Plantae",NA,NA,NA,"Scrophulariaceae","Bacopa","lanigera","Bacopa lanigera",NA,NA,NA,"Inês Ribeiro de Andrade e Flavia S. Lima","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Bacopá. Macrófita .","auto",NA,"1989","04","01",NA,"Candidópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","ANG1008","S","Plantae",NA,NA,NA,"Malpighiaceae","Banisteriopsis",NA,"Banisteriopsis",NA,"I. Ribeiro",NA,"Inês Ribeiro","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto",NA,"1989","04","01",NA,"Candidópolis/Itabira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG1703","S","Plantae",NA,NA,NA,"Rubiaceae","Borreria",NA,"Borreria",NA,NA,NA,"Andrade, I.R.","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto",NA,"1989","04",NA,NA,"Candinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI135","S","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Brittonodoxa","subpinnata","Brittonodoxa subpinnata",NA,"Dr. Denilson Fernandes Peralta",NA,"Fernanda","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2007","04","20",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"74","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI199","S","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Brittonodoxa","subpinnata","Brittonodoxa subpinnata",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","13",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"75","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI211","S","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Brittonodoxa","subpinnata","Brittonodoxa subpinnata",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","04",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"76","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI228","S","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Brittonodoxa","subpinnata","Brittonodoxa subpinnata",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","17",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"77","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI229","S","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Brittonodoxa","subpinnata","Brittonodoxa subpinnata",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","17",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"78","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI231","S","Plantae","Bryophyta",NA,NA,"Sematophyllaceae","Brittonodoxa","subpinnata","Brittonodoxa subpinnata",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","13",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"79","2019-03-20 11:47:26-03","MCN-PUC-MINAS","HPUC-MG","ANG2433","S","Plantae",NA,NA,NA,"Solanaceae","Brunfelsia",NA,"Brunfelsia",NA,NA,NA,"Inês, R. P de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Corola rosa.","auto",NA,"1989","04",NA,NA,"Candidópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI255","S","Plantae","Bryophyta",NA,NA,"Bryaceae","Bryum","apiculatum","Bryum apiculatum",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","05","01",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"81","2019-05-14 12:15:00-03","MCN-PUC-MINAS","HPUC-MG","BRI245","S","Plantae","Bryophyta",NA,NA,"Bryaceae","Bryum","subapiculatum","Bryum subapiculatum",NA,"Dr. Denilson Fernandes Peralta",NA,"Ferreira, F. A","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","04","15",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"82","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","ANG5145","S","Plantae",NA,NA,NA,"Malphiaceae","Byrsonima","cf. intermedia","Byrsonima cf. intermedia",NA,NA,NA,"Ludivanelem A.S","Brasil","Minas Gerais","Santa Maria de Itabira","-43.084111","-19.45925",NA,NA,"Folhas opostas, simples. Inflorescência tipo: cacho",NA,"43",NA,NA,NA,NA,"Barro preto","43°05'02.8 W","19°27'33.3 S",NA,NA,NA,NA,"767","767",NA,NA,NA,NA
"83","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","ANG1112","S","Plantae",NA,NA,NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea",NA,"Inês Ribeiro de Andrade",NA,"Inês Ribeiro de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto",NA,"1989",NA,NA,NA,"Cardinopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-05-14 12:15:03-03","MCN-PUC-MINAS","HPUC-MG","BRI257","S","Plantae","Bryophyta",NA,NA,"Lepidoziaceae","Calypogeia","laxa","Calypogeia laxa",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","04","29",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"85","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG5098","S","Plantae",NA,NA,NA,"Myrtaceae","Campomanesia","guazumifolia","Campomanesia guazumifolia",NA,NA,NA,"JLPR","Brasil","Minas Gerais","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201","22502",NA,"Fruto comestível","auto","(127) 018",NA,NA,NA,NA,"Comunidade Indaiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI194","S","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","filifolius","Campylopus filifolius",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, J. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","11",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"87","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI224","S","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","lamellinervis","Campylopus lamellinervis",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2002","10","02",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"88","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI201","S","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","occultus","Campylopus occultus",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","11",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"89","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI253","S","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","occultus","Campylopus occultus",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","04","15",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"90","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI256","S","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","occultus","Campylopus occultus",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","05","01",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"91","2019-05-14 12:15:00-03","MCN-PUC-MINAS","HPUC-MG","BRI226","S","Plantae","Bryophyta",NA,NA,"Dicranaceae","Campylopus","richardii","Campylopus richardii",NA,"Dr. Denilson Fernandes Peralta",NA,"Silva, B. O; Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","04","29",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"92","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG5139","S","Plantae",NA,NA,NA,"Salicaceae","Casearia","cf. sylvestris","Casearia cf. sylvestris",NA,NA,NA,"Swerts","Brasil","Minas Gerais","Santa Maria de Itabira","-43.084192","-19.459889",NA,NA,"Folhas alternas, simples",NA,"(63) 37",NA,NA,NA,NA,NA,"43°05'03.09 W","19°27'35.6 S",NA,NA,NA,NA,"796","796",NA,NA,NA,NA
"93","2020-01-28 13:11:38-03","MCN-PUC-MINAS","HPUC-MG","BRI246","S","Plantae","Bryophyta",NA,NA,"Lejeuneaceae","Caudalejeunea","lehmanianna","Caudalejeunea lehmanianna",NA,"Dr. Denilson Fernandes Peralta",NA,"Xavier, C.P.G.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","04","03",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"94","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI198","S","Plantae","Bryophyta",NA,NA,"Lejeuneaceae","Cheilolejeunea","acutangula","Cheilolejeunea acutangula",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","11",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"95","2020-01-28 13:11:38-03","MCN-PUC-MINAS","HPUC-MG","BRI254","S","Plantae","Bryophyta",NA,NA,"Lejeuneaceae","Cheilolejeunea","rigidula","Cheilolejeunea rigidula",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, I. E.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","05","01",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"96","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI214","S","Plantae","Bryophyta",NA,NA,"Hypnaceae","Chryso-Hypnum","diminutivum","Chryso-Hypnum diminutivum",NA,"Dr. Denilson Fernandes Peralta",NA,"Xavier,C. P. G.","Brasil","Minas Gerais","Itabira","-43.231389","-19.624167",NA,NA,NA,NA,NA,"2003","04","15",NA,"Mata do Bispo","43°13'53'' W","19°37'27'' S",NA,NA,NA,NA,"805","805",NA,NA,NA,NA
"97","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG3062","S","Plantae",NA,NA,NA,"Sapotaceae","Chrysophyllum","marginatum","Chrysophyllum marginatum",NA,NA,NA,"Inês Ribeiro de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Capoeira. Látex Branco.","auto",NA,"1989","04","01",NA,"Candinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG2914","S","Plantae",NA,NA,NA,"Sapotaceae","Chrysophyllum","marginatum","Chrysophyllum marginatum",NA,NA,NA,"Inês de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Latex branco","auto",NA,"1989","04",NA,NA,"Candinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG1056","S","Plantae",NA,NA,NA,"Melastomataceae","Clidemia",NA,"Clidemia",NA,NA,NA,"Ines Ribeiro de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Material com frutos.","auto",NA,"1989","04","01",NA,"Candiópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-03-20 11:47:22-03","MCN-PUC-MINAS","HPUC-MG","ANG3081","S","Plantae",NA,NA,NA,"Polygonaceae","Coccoloba",NA,"Coccoloba",NA,NA,NA,"Inês R. de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Material com frutos.","auto",NA,"1989","04","01",NA,"Candidópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-05-29 16:13:36-03","MCN-PUC-MINAS","HPUC-MG","LIQ054","S","Fungi",NA,NA,NA,"Coenogoniaceae","Coenogonium",NA,"Coenogonium",NA,"JUNGBLUTH, P.",NA,"XAVIER, C.P.G.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,"Doação da FUNCESI",NA,NA,"2003","02","20",NA,"Mata do Intelecto","43º 13' 12'' W","19º 37' 08'' S",NA,NA,NA,NA,"813","813",NA,NA,NA,NA
"102","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG3583","S","Plantae",NA,NA,NA,"Rubiaceae","Coussarea",NA,"Coussarea",NA,NA,NA,"Vale, R.","Brasil","Minas Gerais","Itabira","-43.265278","-19.668333",NA,NA,"Doação Bioma. Resgate de Flora - DIFS. Folha nova usada como alimento por Callicebus nigrifrons.",NA,NA,"2012",NA,NA,NA,"Mata da PDE, Canga Leste, Mina Conceição","43°15'55''W","19°40'06''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG910","S","Plantae",NA,NA,NA,"Fabaceae","Crotalaria",NA,"Crotalaria",NA,NA,NA,"Inês Ribeiro de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto",NA,"1989","04","01",NA,"Candidópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-03-20 11:47:25-03","MCN-PUC-MINAS","HPUC-MG","ANG2865","S","Plantae",NA,NA,NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,"Inês Ribeiro de Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto",NA,"1989",NA,NA,NA,"Candinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-03-20 11:47:25-03","MCN-PUC-MINAS","HPUC-MG","ANG3585","S","Plantae",NA,NA,NA,"Sapindaceae","Cupania","vernalis","Cupania vernalis",NA,"F. Lemes","2012","Lemes, F.","Brasil","Minas Gerais","Itabira","-43.256667","-19.625278",NA,NA,"Doação Bioma. Resgate de Flora - DIFS. Árvore com frutos de coloração verde-clara.",NA,"30","2012","06",NA,NA,"Complexo Itabira, Minas do Meio, Ipoema/Borrachudo","43°15'24''W","19°37'31''S",NA,NA,NA,NA,"1.1","1.1","06",NA,NA,NA
"106","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG651","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","luzulae","Cyperus luzulae",NA,NA,NA,"Inês Ribeiro Andrade","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Macrófita.","auto",NA,"1989","04","01",NA,"Candidópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-01-28 13:11:13-03","MCN-PUC-MINAS","HPUC-MG","ANG5134","S","Plantae",NA,NA,NA,"Fabaceae","Dalbergia","cf. nigra","Dalbergia cf. nigra",NA,NA,NA,"JLPR","Brasil","Minas Gerais","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201","22502",NA,"Folhas compostas. Usada para construção","auto","110",NA,NA,NA,NA,"Comunidade Indaiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-05-14 12:15:03-03","MCN-PUC-MINAS","HPUC-MG","BRI187","S","Plantae","Bryophyta",NA,NA,"Leujeuneaceae","Depanolejeunea","mosenni","Depanolejeunea mosenni",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza,J. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","03","20",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"109","2020-01-28 13:11:14-03","MCN-PUC-MINAS","HPUC-MG","ANG5142","S","Plantae",NA,NA,NA,"Fabaceae","Desmodium","cf. tortuosum","Desmodium cf. tortuosum",NA,NA,NA,"Ludivanelem A.S","Brasil","Minas Gerais","Santa Maria de Itabira","-43.082722","-19.4565",NA,NA,"Uso medicinal: combate a infecção interna",NA,"45",NA,NA,NA,NA,"Barro preto","43°04'57.8 W","19°27'23.4 S",NA,NA,NA,NA,"687","687",NA,NA,NA,NA
"110","2020-01-28 13:11:14-03","MCN-PUC-MINAS","HPUC-MG","ANG851","S","Plantae",NA,NA,NA,"Fabaceae","Dioclea",NA,"Dioclea",NA,"Andrade, Inês Ribeiro",NA,"Andrade, Inês Ribeiro","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Corola rosa.","auto",NA,"1989","04","01",NA,"Candidólolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI189","S","Plantae","Bryophyta",NA,NA,"Lejeuneaceae","Drepanolejeunea","araucariae","Drepanolejeunea araucariae",NA,"Dr. Denilson Fernandes Peralta",NA,"Souza, J. E.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","20",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"112","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI184","S","Plantae","Bryophyta",NA,NA,"Lejeuneaceae","Drepanolejeunea","mosenii","Drepanolejeunea mosenii",NA,"Dr. Denilson Fernandes Peralta",NA,"Xavier, C. P. G.","Brasil","Minas Gerais","Itabira","-43.22","-19.618889",NA,NA,NA,NA,NA,"2003","02","20",NA,"Mata do Intelecto","43°13'12'' W","19°37'08'' S",NA,NA,NA,NA,"807","807",NA,NA,NA,NA
"113","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG5137","S","Plantae",NA,NA,NA,"Asteraceae","Eremanthus",NA,"Eremanthus",NA,NA,NA,"JLPR","Brasil","Minas Gerais","Santa Maria de Itabira","-43.055417","-19.453083",NA,NA,"Usada para lenha",NA,"(134) 25",NA,NA,NA,NA,"Comunidade Indaiá","43°3'19.5 W","19°27'11.1 S",NA,NA,NA,NA,"1006","1006",NA,NA,NA,NA
