"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","monthIdentified","dayIdentified","individualCount","infraspecificEpithet","class","relatedCatalogItem"
"127","2014-07-30 10:40:59-03","CITSF","HXBH","008916","S","Plantae",NA,NA,"Cyperaceae","Cyperus","surinamensis rottb.","Cyperus surinamensis rottb.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","05","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"128","2014-07-30 10:40:59-03","CITSF","HXBH","003183","S","Plantae",NA,NA,"Cyperaceae","Cyperus","surinamensis rottb.","Cyperus surinamensis rottb.","S. T. Meyer",NA,"Pedralli & Oliveira",NA,"1989",NA,"BR","MG","Capelinha","Área 5 Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,"Tiririca",NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"129","2014-07-30 10:40:59-03","CITSF","HXBH","008915","S","Plantae",NA,NA,"Cyperaceae","Cyperus","surinamensis rottb.","Cyperus surinamensis rottb.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","05","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"130","2014-07-30 10:41:00-03","CITSF","HXBH","003186","S","Plantae",NA,NA,"Cyperaceae","Dichromena","cf. ciliata vahl.","Dichromena cf. ciliata vahl.","S. T. Meyer",NA,"Pedralli, Oliveira et Carvalho",NA,"1989",NA,"BR","MG","Capelinha","Área 4. Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"131","2014-07-30 10:40:41-03","CITSF","HXBH","003090","S","Plantae",NA,NA,"Araliaceae","Didymopanax","cf. morototoni (aubl.) decne & planch.","Didymopanax cf. morototoni (aubl.) decne & planch.","V.L. Oliveira","1989","Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto","03","01",NA,NA,NA,NA
"132","2014-07-30 10:40:41-03","CITSF","HXBH","003091","S","Plantae",NA,NA,"Araliaceae","Didymopanax","sp.","Didymopanax sp.",NA,NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"133","2014-07-30 10:40:48-03","CITSF","HXBH","003097","S","Plantae",NA,NA,"Bignoniaceae","Distictis","sp.","Distictis sp.",NA,NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,"Área 4",NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"134","2014-07-30 10:40:45-03","CITSF","HXBH","008783","S","Plantae",NA,NA,"Asteraceae","Erechtites","hieraciifolia (l.) rafin dc.","Erechtites hieraciifolia (l.) rafin dc.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"135","2014-07-30 10:40:45-03","CITSF","HXBH","008786","S","Plantae",NA,NA,"Asteraceae","Eupatorium",NA,"Eupatorium",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"136","2014-07-30 10:41:00-03","CITSF","HXBH","003187","S","Plantae",NA,NA,"Cyperaceae","Fimbristylis","autumnalis (l.) r. et s.","Fimbristylis autumnalis (l.) r. et s.","S. T. Meyer",NA,"Pedralli & Oliveira",NA,"1989",NA,"BR","MG","Capelinha","Área 5. Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"05","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"137","2014-07-30 10:41:00-03","CITSF","HXBH","003188","S","Plantae",NA,NA,"Cyperaceae","Fimbristylis","autumnalis (l.) r. et s.","Fimbristylis autumnalis (l.) r. et s.","S. T. Meyer",NA,"Pedralli & Oliveira",NA,"1989",NA,"BR","MG","Capelinha","Área 4 córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"138","2014-07-30 10:41:01-03","CITSF","HXBH","008932","S","Plantae",NA,NA,"Cyperaceae","Fimbristylis","cf. autumnalis (l.) r. et s.","Fimbristylis cf. autumnalis (l.) r. et s.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","14","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"139","2014-07-30 10:41:01-03","CITSF","HXBH","008931","S","Plantae",NA,NA,"Cyperaceae","Fimbristylis","cf. autumnalis (l.) r. et s.","Fimbristylis cf. autumnalis (l.) r. et s.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"140","2014-07-30 10:41:01-03","CITSF","HXBH","008933","S","Plantae",NA,NA,"Cyperaceae","Fimbristylis","cf. autumnalis (l.) r. et s.","Fimbristylis cf. autumnalis (l.) r. et s.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","14","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"141","2014-07-30 10:40:45-03","CITSF","HXBH","008793","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","spicatum lam.","Gnaphalium spicatum lam.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","03","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"142","2014-07-30 10:40:45-03","CITSF","HXBH","008790","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","spicatum lam.","Gnaphalium spicatum lam.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"143","2014-07-30 10:40:45-03","CITSF","HXBH","008788","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","spicatum lam.","Gnaphalium spicatum lam.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"144","2014-07-30 10:40:45-03","CITSF","HXBH","008789","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","spicatum lam.","Gnaphalium spicatum lam.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"145","2014-07-30 10:40:45-03","CITSF","HXBH","008792","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","spicatum lam.","Gnaphalium spicatum lam.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","04","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"146","2014-07-30 10:40:52-03","CITSF","HXBH","008819","S","Plantae",NA,NA,"Clusiaceae","Hypericum","mutilum l.","Hypericum mutilum l.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","04","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"147","2014-07-30 10:40:52-03","CITSF","HXBH","008818","S","Plantae",NA,NA,"Clusiaceae","Hypericum","mutilum l.","Hypericum mutilum l.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"148","2014-07-30 10:40:52-03","CITSF","HXBH","008817","S","Plantae",NA,NA,"Clusiaceae","Hypericum","mutilum l.","Hypericum mutilum l.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"149","2014-07-30 10:40:46-03","CITSF","HXBH","003129","S","Plantae",NA,NA,"Asteraceae","Jaegeria",NA,"Jaegeria",NA,NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"150","2014-07-30 10:40:38-03","CITSF","HXBH","003087","S","Plantae",NA,NA,"Anacardiaceae","Lithraea",NA,"Lithraea",NA,NA,"Pedralli & Oliveira",NA,"1989",NA,"Brasil","MG","Capelinha","Área 5, Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"151","2014-07-30 10:41:04-03","CITSF","HXBH","008798","S","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","avicularis müll. arg.","Phyllanthus avicularis müll. arg.","E. R. Martins",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"152","2014-07-30 10:41:04-03","CITSF","HXBH","015176","S","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","niruri l.","Phyllanthus niruri l.","E. R. Martins",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"153","2014-07-30 10:40:48-03","CITSF","HXBH","003100","S","Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta (ker gawl.) miers","Pyrostegia venusta (ker gawl.) miers","V.L. Oliveira","1989","Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,"Área 4",NA,NA,NA,"06","27","26339",NA,NA,"auto","07","01",NA,NA,NA,NA
"154","2014-07-30 10:40:46-03","CITSF","HXBH","008794","S","Plantae",NA,NA,"Asteraceae","Senecio","brasiliensis (spreg) less.","Senecio brasiliensis (spreg) less.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"155","2014-07-30 10:40:47-03","CITSF","HXBH","003136","S","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia",NA,NA,"Pedralli & Oliveira",NA,"1989",NA,"Brasil","MG","Capelinha","Corrego Setubinha","-42.5158","-17.6914",NA,NA,NA,"Capítulo Lilás",NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"156","2019-06-27 15:37:38-03","Cenargen","CEN","19032","S","Plantae",NA,NA,"Lythraceae","Cuphea","brachiata","Cuphea brachiata","T. B. Cavalcanti","1995","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008855.","CEN00019032","CEN00019032","Koehne","09","29","26339",NA,NA,"auto","05",NA,"1",NA,NA,NA
"157","2019-06-27 15:37:38-03","Cenargen","CEN","19031","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","F. S. Lima","1990","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008854.","CEN00019031","CEN00019031","(Jacq.) Macbr.","12","14","26339",NA,NA,"auto","12",NA,"1",NA,NA,NA
"158","2019-06-27 15:37:38-03","Cenargen","CEN","19034","S","Plantae",NA,NA,"Lythraceae","Cuphea","brachiata","Cuphea brachiata","T. B. Cavalcanti","1995","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008856.","CEN00019034","CEN00019034","Koehne","12","15","26339",NA,NA,"auto","05",NA,"1",NA,NA,NA
"159","2019-06-27 15:37:38-03","Cenargen","CEN","19033","S","Plantae",NA,NA,"Lythraceae","Cuphea","brachiata","Cuphea brachiata","T. B. Cavalcanti","1995","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008857.","CEN00019033","CEN00019033","Koehne","12","13","26339",NA,NA,"auto","05",NA,"1",NA,NA,NA
"160","2019-06-27 15:37:38-03","Cenargen","CEN","19025","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","F. S. Lima","1990","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008844.","CEN00019025","CEN00019025","(Jacq.) Macbr.","08","05","26339",NA,NA,"auto","08",NA,"1",NA,NA,NA
"161","2019-06-27 15:37:38-03","Cenargen","CEN","19026","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","F. S. Lima","1990","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008845.","CEN00019026","CEN00019026","(Jacq.) Macbr.","08","04","26339",NA,NA,"auto","08",NA,"1",NA,NA,NA
"162","2019-06-27 15:37:38-03","Cenargen","CEN","19027","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","F. S. Lima","1990","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008847.","CEN00019027","CEN00019027","(Jacq.) Macbr.","09","29","26339",NA,NA,"auto","09",NA,"1",NA,NA,NA
"163","2019-06-27 15:37:38-03","Cenargen","CEN","19028","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","F. S. Lima","1990","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008848.","CEN00019028","CEN00019028","(Jacq.) Macbr.","09","29","26339",NA,NA,"auto","09",NA,"1",NA,NA,NA
"164","2019-06-27 15:37:38-03","Cenargen","CEN","19029","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","F. S. Lima","1990","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008849.","CEN00019029","CEN00019029","(Jacq.) Macbr.","09","29","26339",NA,NA,"auto","09",NA,"1",NA,NA,NA
"165","2019-06-27 15:37:38-03","Cenargen","CEN","19030","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","T. B. Cavalcanti","1995","F. S. Lima","s/n","1990",NA,"Brasil","MG","CAPELINHA",NA,"-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação CETEC. Herbário nº 008850.","CEN00019030","CEN00019030","(Jacq.) Macbr.","09","28","26339",NA,NA,"auto","05",NA,"1",NA,NA,NA
"166","2019-06-27 15:38:00-03","Cenargen","CEN","19002","S","Plantae",NA,NA,"Lythraceae","Cuphea","strigulosa","Cuphea strigulosa","S. Graham","2005","Gilberto Pedralli","s/n","1989",NA,"Brasil","MG","CAPELINHA","Córrego Setubinha.","-42.5158004760742","-17.6914005279541",NA,NA,"Exsicatas","Doação do Herbário HXBH (004387), Fundação CETEC. Coleção básica (SRM-182).","CEN00019002","CEN00019002","Kunth","02","15","26339",NA,NA,"auto","11",NA,"1",NA,NA,NA
"167","2019-11-13 11:23:19-03","USP","SPF","136239","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","apetala","Swartzia apetala apetala","Mansano, VF","2014","Teixeira, EM","s.n.","1990",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"SPF00136239",NA,"Raddi",NA,NA,"26339",NA,NA,"auto","07",NA,NA,"apetala",NA,NA
"168","2020-03-19 10:53:14-03","UEFS","HUEFS","190537","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","pithecolobioides","Mimosa pithecolobioides",NA,NA,"Souza, E.R.de","920","2012",NA,"Brasil","Minas Gerais","Capelinha","Estrada Capelinha-Novo Cruzeiro, ca 15Km após Capelinha.","-43.716667","-19.166667","43W43'","19S10'",NA,NA,"HUEFS0190537",NA,"Benth.","04","24",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"169","2020-03-19 10:54:27-03","UEFS","HUEFS","190542","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Bionia",NA,"Bionia",NA,NA,"Souza, E.R.de","925","2012",NA,"Brasil","Minas Gerais","Capelinha","Capelinha-Setubinha, próximo a cidade de Seubibinha.","-42.2","-17.583333","42W12'","17S35'",NA,NA,"HUEFS0190542",NA,NA,"04","24",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"170","2020-03-19 10:54:27-03","UEFS","HUEFS","190536","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Bionia","coriacea","Bionia coriacea",NA,NA,"Souza, E.R.de","919A","2012",NA,"Brasil","Minas Gerais","Capelinha","Estrada Capelinha-Novo Cruzeiro, ca 15Km após Capelinha.","-43.716667","-19.166667","43W43'","19S10'",NA,NA,"HUEFS0190536",NA,"(Nees & Mart.) Benth.","04","24",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"171","2019-10-07 09:32:42-03","UEFS","HUEFS","3525","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Salicaceae","Casearia",NA,"Casearia",NA,NA,"Silva, F.C.F.da","111","1981",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.7","42W36'","17S42'",NA,NA,"HUEFS0003525","HUEFS0003525",NA,"11","09",NA,"1000","1000",NA,NA,NA,NA,NA,"Rosanae",NA
"172","2020-03-19 10:54:50-03","UEFS","HUEFS","190540","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Cratylia","spectabilis","Cratylia spectabilis",NA,NA,"Souza, E.R.de","923","2012",NA,"Brasil","Minas Gerais","Capelinha","Estrada Capelinha-Novo Cruzeiro, ca 49Km de Capelinha, próximo a Setubinha.","-42.2","-17.583333","42W12'","17S35'",NA,NA,"HUEFS0190540",NA,"Tul.","04","24",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"173","2019-10-07 09:35:08-03","UEFS","HUEFS","190546","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eucalyptus",NA,"Eucalyptus",NA,NA,"Souza, E.R.de","929","2012",NA,"Brasil","Minas Gerais","Capelinha","Ca. de 31Km antes de Caraí, na estrada para Novo Cruzeiro.","-42.733333","-17.283333","42W44'","17S17'",NA,NA,"HUEFS0190546","HUEFS0190546",NA,"04","24",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"174","2020-03-19 10:55:47-03","UEFS","HUEFS","190539","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Poiretia",NA,"Poiretia",NA,NA,"Souza, E.R.de","922","2012",NA,"Brasil","Minas Gerais","Capelinha","Estrada Capelinha-Novo Cruzeiro, ca 15Km após Capelinha.","-43.716667","-19.166667","43W43'","19S10'",NA,NA,"HUEFS0190539",NA,NA,"04","24",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"175","2020-03-19 10:53:35-03","UEFS","HUEFS","190544","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Senegalia",NA,"Senegalia",NA,NA,"Souza, E.R.de","927","2012",NA,"Brasil","Minas Gerais","Capelinha","Ca. de 31Km antes de Caraí, na estrada para Novo Cruzeiro.","-42.683333","-17.383333","42W41'","17S23'",NA,NA,"HUEFS0190544",NA,NA,"04","24",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"176","2020-03-19 10:53:41-03","UEFS","HUEFS","190545","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Senegalia","loretensis","Senegalia loretensis","D.S.Seigler & P.G.Ribeiro","2018","Souza, E.R.de","928","2012",NA,"Brasil","Minas Gerais","Capelinha","Ca. de 31Km antes de Caraí, na estrada para Novo Cruzeiro.","-42.683333","-17.383333","42W41'","17S23'",NA,NA,"HUEFS0190545",NA,"(J.F.Macbr.) Seigler & Ebinger","04","24",NA,NA,NA,NA,"02",NA,NA,NA,"Rosanae",NA
"177","2020-03-19 10:53:44-03","UEFS","HUEFS","190535","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Senegalia","polyphylla","Senegalia polyphylla","D.S.Seigler & P.G.Ribeiro","2018","Souza, E.R.de","919","2012",NA,"Brasil","Minas Gerais","Capelinha","Estrada Capelinha-Novo Cruzeiro, ca 15Km após Capelinha.","-43.716667","-19.166667","43W43'","19S10'",NA,NA,"HUEFS0190535",NA,"(DC.) Britton & Rose","04","24",NA,NA,NA,NA,"02",NA,NA,NA,"Rosanae",NA
"178","2020-03-19 10:52:12-03","UEFS","HUEFS","190541","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","obtusifolia","Senna obtusifolia","L.P.de Queiroz","2019","Souza, E.R.de","924","2012",NA,"Brasil","Minas Gerais","Capelinha","Estrada Capelinha-Novo Cruzeiro, ca 49Km de Capelinha, próximo a Setubinha.","-42.2","-17.583333","42W12'","17S35'",NA,NA,"HUEFS0190541","HUEFS0190541","(L.) H.S.Irwin & Barneby","04","24",NA,NA,NA,NA,"03",NA,NA,NA,"Rosanae",NA
