"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","locality","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","typeStatus"
"170","2019-11-21 14:32:20-03","UFJF","CESJ","49064","PreservedSpecimen","Plantae","Begoniaceae","Begonia","digitata","Begonia digitata","Raddi","N.F.O. Mota; J.R. Stehmann","2005","06","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049064",NA,"N.F.O. Mota","Pedra do Sino, Hotel Fazenda, BR 040 KM 6: trilha da matinha.","Arbusto de 3-5m de alt. no interior da mata. Pedicelo rosado, flores masculinas com estames amarelos e corola branca, frutos com alas brancas e núcleo seminífero verde.","Angiosperma",NA,"245","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-21 14:41:29-03","UFJF","CESJ","49075","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","glazioviana","Picramnia glazioviana","Engl.","N.F.O. Mota; P.L. Viana","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049075",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 kM 6: Trilha da Matinha. 20°52'45,3 S, 43°49'15,7 W. Alt.: 1000-1050 m","Árvore em mata, ca. 4-6 m alt. Frutos vermelhos, infrutescencia pendente.","Angiosperma",NA,"168","América do Sul",NA,"2007",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-21 14:32:40-03","UFJF","CESJ","49057","PreservedSpecimen","Plantae","Boraginaceae","Varronia","curassavica","Varronia curassavica","Jacq.","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049057",NA,"L.C.Pereira","Pedra do Sino Hotel Fazenda, BR-040 Km 6: Trilha da Matinha. 20/52'57,6 S, 43°48'51,7 W. Alt: 1000 1200 mm.","Arbusto de 2m de altura em área brejosa, inflorescência avermelhada.","Angiosperma",NA,"472","América do Sul",NA,"2011",NA,"23079","auto","10","03",NA,NA,NA,NA,NA,NA
"173","2019-11-21 14:39:50-03","UFJF","CESJ","51396","PreservedSpecimen","Plantae","Meliaceae","Guarea","kunthiana","Guarea kunthiana","A. Juss.","N.F.O. Mota; P.L. Viana","2006","03","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051396",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040, Km 6, Trilha da Matinha. 20º52'40,5 S, 43º48'51,7 W. Alt.: 100-1200m.","Árvore de 4m de altura, no interior de mata.","Angiosperma",NA,"586","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-21 14:47:47-03","UFJF","CESJ","51439","PreservedSpecimen","Plantae","Verbenaceae","Lippia","brasiliensis","Lippia brasiliensis","(Link.) T.R.S. Silva","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051439",NA,NA,"Pedra do Sino Hotel Fazenda, BR040, Km6, Trilha da Matinha. 20º52'57,6 S, 43º48'51,7 W 1000-1200 m","Arbusto no interior de mata, flores brancas com interior do tubo da corola amarelo.","Angiosperma",NA,"503","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-21 14:31:53-03","UFJF","CESJ","51319","PreservedSpecimen","Plantae","Asteraceae","Jaegeria","hirta","Jaegeria hirta","(Lag) Less.","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051319","CESJ051319","N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR040 Km 6, Trilha da Matinha. 20º52'57,6 S, 43º48'51,7 W. Alt.:100-1200m.s.m.","Erva estolonífera no interior de mata, capítulos amarelos.","Angiosperma",NA,"499","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-21 14:31:32-03","UFJF","CESJ","49076","PreservedSpecimen","Plantae","Asteraceae","Barnadesia","caryophylla","Barnadesia caryophylla","(Vell.) S.F.Blake","N.F.O. Mota; P.L. Viana","2005","02","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049076","CESJ049076","L.C.Pereira","Pedra do Sino Hotel Fazenda, BR 040 Km 6, Trilha da matinha atraz da casa.","Erva escandente no interior de mata. Capitulos rosas com bordos brancos.","Angiosperma",NA,"286","América do Sul",NA,"2012",NA,"23079","auto","01",NA,NA,NA,NA,NA,NA,NA
"177","2019-11-21 14:46:12-03","UFJF","CESJ","48978","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Sendtn.","N.F.O. Mota; P.L. Viana","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ048978",NA,NA,"Pedra do Sino Hotel Fazenda, BR 040 Km 6, trilha da Matinha. Lat: 20°52'45,3 S, Lon: 43°49'15,7 W. Alt: 1000-1050 m.s.m.","Borda de mata. Flores brancas e frutos verdes.","Angiosperma",NA,"186","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-21 14:33:41-03","UFJF","CESJ","49065","PreservedSpecimen","Plantae","Cucurbitaceae","Apodanthera","smilacifolia","Apodanthera smilacifolia","Cong.","N.F.O. Mota; P.L. Viana","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049065",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20°52'45,3 S, Long.: 43°49'15,7, Alt.: 1000-1050m.","Planta escandente em borda de mata. Flores amarelas.","Angiosperma",NA,"195","América do Sul",NA,"2007",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 14:33:18-03","UFJF","CESJ","51436","PreservedSpecimen","Plantae","Celastraceae","Celastrus","hindsii","Celastrus hindsii","Benth.","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051436",NA,"L.C.Pereira","Pedra do Sino Hotel Fazenda, BR 040, Km 6, Trilha da Matinha. Lat. 20}52'57,6S; Lon. 43º48'51,7W; Alt. 1000-1200mm.","Erva escadnente no interior de mata, frutos imaturos verdes.","Angiosperma",NA,"466","América do Sul",NA,"2011",NA,"23079","auto","11",NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 14:39:17-03","UFJF","CESJ","51400","PreservedSpecimen","Plantae","Malvaceae","Wissadula","amplissima","Wissadula amplissima","(L.) R.E. Fr.","N.F.O. Mota; P.L. Viana","2006","03","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051400",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'40,5S; Lon.: 43º48'51,7W; Alt.: 1000-1200m m.","Erva terrestre no interior de mata em borda de trilha. Flores amarelas.","Angiosperma",NA,"591","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-21 14:44:41-03","UFJF","CESJ","51444","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylon","rhoifolium","Zanthoxylon rhoifolium","Lam.","N.F.O. Mota; P.L. Viana","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051444",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6; Trilha da Matinha. Lat. 20º52'45,3S. Lon. 43º49'15,7W. Alt. 1000 - 1050m.","Árvore próximo a trilha no interior de mata, 8m de altura. Frutos vermelhos.","Angiosperma",NA,"159","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-21 14:32:14-03","UFJF","CESJ","51312","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii","Sch.Bip. ex Baker","N.F.O. Mota; P.L. Viana","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051312",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'45,3S, Lon.: 43º49'15,7W. Alt.: 1000 - 1050 m m.","Arbusto em borda de mata, 2m de altura. Capítulos amarelos.","Angiosperma",NA,"176","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-21 14:39:54-03","UFJF","CESJ","51397","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","N.F.O. Mota; P.L. Viana","2005","07","13","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051397",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'45,3S; Lon.: 43º49'15,7W; Alt.: 1000-1200m m.","Arbusto de 2m. de altura no interior de mata, próximo a nascente de córrego, cálice verde e corola creme, frutos imaturos verdes.","Angiosperma",NA,"316","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-21 14:45:03-03","UFJF","CESJ","51300","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","N.F.O. Mota; P.L. Viana","2005","07","13","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051300",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'45,3S; Lon.: 43º49'15,7W; Alt.: 1000-1200mm.","Árvore de 8m de altura em borda de mata, látex branco, frutos imaturos verdes.","Angiosperma",NA,"326","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-21 14:40:19-03","UFJF","CESJ","51433","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","N.F.O. Mota; P.L. Viana","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051433",NA,"M. Sobral","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'49,5S; Lon.: 43º49'02,8W; Alt.: 1000-1050m m.","Árvore no campo, 8m de altura. Flores cremes.","Angiosperma",NA,"162","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-21 14:44:40-03","UFJF","CESJ","51303","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. Juss.","N.F.O. Mota; P.L. Viana","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051303",NA,NA,"Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'49,5S; Lon.: 43º49'02,8W; Alt.: 1000-1050mm.","Árvore em campo, 15m de altura. Frutos imaturos verdes e flores cremes, anteras amarelas.","Angiosperma",NA,"184","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-21 14:33:41-03","UFJF","CESJ","49063","PreservedSpecimen","Plantae","Cucurbitaceae","Apodanthera","smilacifolia","Apodanthera smilacifolia","Cong.","N.F.O. Mota; J.R. Stehmann","2005","06","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049063",NA,NA,"Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º 52' 57,6'' S, Lon.: 43º48' 51,7'' W, Alt.: 1000-1200 m.","Erva trepadeira, flores masculinas amarelas.","Angiosperma",NA,"242","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-21 14:36:34-03","UFJF","CESJ","51305","PreservedSpecimen","Plantae","Fabaceae","Inga","subnuda","Inga subnuda luschnathiana","(Benth.) T.D.Penn.","N.F.O. Mota; J.R. Stehmann","2005","10","02","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051305",NA,"M.A. Castro","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'57,6S, Lon.: 43º48'51,7W. Alt.: 1000 - 1200 m m.","Árvore de 16m. de altura no interior de mata. Frutos marrons.","Angiosperma",NA,"402","América do Sul",NA,"2017","luschnathiana","23079","auto","10","23",NA,NA,NA,NA,NA,NA
"189","2019-11-21 14:31:29-03","UFJF","CESJ","51317","PreservedSpecimen","Plantae","Asteraceae","Baccharis","lateralis","Baccharis lateralis","Baker","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051317","CESJ051317","G.Heiden","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'57,6S, Lon.: 43º48'51,7W. Alt.: 1000 - 1200 m m.","Arbusto em borda de mata, capítulos verdes.","Angiosperma",NA,"465","América do Sul",NA,"2008",NA,"23079","auto","10","14",NA,NA,NA,NA,NA,NA
"190","2019-11-21 14:31:49-03","UFJF","CESJ","51316","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","mollis","Elephantopus mollis","Kunth","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051316",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'57,6S, Lon.: 43º48'51,7W. Alt.: 1000 - 1200 m m.","Erva terrestre, capítulos roxos.","Angiosperma",NA,"506","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-21 14:32:16-03","UFJF","CESJ","51306","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H. Rob.","N.F.O. Mota; J.R. Stehmann","2005","10","02","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051306",NA,"A.M. Teles","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'57,6S, Lon.: 43º48'51,7W. Alt.: 1000 - 1200 m m.","Árvore de 12m. de altura no interior de mata.","Angiosperma",NA,"401","América do Sul",NA,"2006",NA,"23079","auto","11",NA,NA,NA,NA,NA,NA,NA
"192","2019-11-21 14:31:35-03","UFJF","CESJ","51315","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","nutans","Chaptalia nutans","(L.) Polák","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051315","CESJ051315","N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'57,6S, Lon.: 43º48'51,7W. Alt.: 1000 - 1200 m m.","Erva em beira de trilha no interior de mata.","Angiosperma",NA,"505","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-11-21 14:39:54-03","UFJF","CESJ","51398","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","N.F.O. Mota; J.R. Stehmann","2005","06","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051398",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'57,6S; Lon.: 43º48'51,7W; Alt.: 1000-1200m m.","Arbusto de 3m. de altura no interior de mata. Frutos maduros roxos e imaturos verdes.","Angiosperma",NA,"252","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-21 14:40:19-03","UFJF","CESJ","51408","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","crocea","Myrcia crocea","(Vell.) Kiaersk.","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051408",NA,"M. Sobral","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da Matinha. Lat.: 20º52'57,6S; Lon.: 43º48'51,7W; Alt.: 1000-1200m m.","Árvore de 8m. de altura no interior de mata, botões florais ferrugíneos.","Angiosperma",NA,"498","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-21 14:33:41-03","UFJF","CESJ","49066","PreservedSpecimen","Plantae","Cucurbitaceae","Wilbrandia","hibiscoides","Wilbrandia hibiscoides","Silva Manso","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049066",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km6: Trilha da Matinha.&nf;Lat.: 20°52'57,6 S, Lon.: 43°48'51,7 W, Alt.: 1000-1200 m m.","Trepadeira em borda de mata, flores amarelas.","Angiosperma",NA,"493","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-21 14:30:57-03","UFJF","CESJ","51308","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch","N.F.O. Mota; P.L. Viana","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051308","CESJ051308","N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha do Bibizai. Alt.: 1000 - 1200 m m.","Árvore de 8m. de altura. Flores cremes.","Angiosperma",NA,"307","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-11-21 14:42:51-03","UFJF","CESJ","49040","PreservedSpecimen","Plantae","Poaceae","Parodiolyra","micrantha","Parodiolyra micrantha","(Kunth) Davidse & Zuloaga","N.F.O. Mota; G.S. França","2005","09","05","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049040",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR 040 Km 6, trilha do Bugiu.","Erva terrestre no interior de mata.","Angiosperma",NA,"423","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-21 14:38:25-03","UFJF","CESJ","49033","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","N.F.O. Mota; G.S. França","2005","11","05","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049033",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040, Km 6: Trilha do Bugiu.","Erva parasita, flores verdes.","Angiosperma",NA,"425","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-21 14:40:31-03","UFJF","CESJ","51311","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","opposita","Guapira opposita","(Vell.) Reitz","N.F.O. Mota; J.R. Stehmann","2005","10","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051311",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6; Trilha do Bugiu. Alt.: 1000-1200m.","Árvore no interior de mata. Frutos vermelhos alaranjados.","Angiosperma",NA,"386","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-11-21 14:42:50-03","UFJF","CESJ","51307","PreservedSpecimen","Plantae","Poaceae","Merostachys","speciosa","Merostachys speciosa","Nees","N.F.O. Mota; P.L. Viana","2002","02",NA,"Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051307",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR 040 Km 6; Trilha do Bugiu. Alt.: 1000-1200m.","Mata semi-decídua.","Angiosperma",NA,"622","América do Sul",NA,"2006",NA,"23079","auto","09",NA,NA,NA,NA,NA,NA,NA
"201","2019-11-21 14:32:16-03","UFJF","CESJ","51296","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H. Rob.","N.F.O. Mota; G.S. França","2005","11","05","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051296",NA,"A.M. Teles","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha do Bugiu. Alt.: 1000 - 1200 m m.","Árvore de 12 - 14 m. de altura no interior de mata.","Angiosperma",NA,"412","América do Sul",NA,"2006",NA,"23079","auto","10",NA,NA,NA,NA,NA,NA,NA
"202","2019-11-21 14:40:11-03","UFJF","CESJ","51435","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","N.F.O. Mota; J.R. Stehmann","2005","10","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051435",NA,"M. Sobral","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha do Bugiu. Alt.: 1000-1200m m.","Árvore de 5m. de altura em pastagem, corola creme e cálice marrom.","Angiosperma",NA,"371","América do Sul",NA,"2005",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-11-21 14:35:34-03","UFJF","CESJ","49031","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","sidifolia","Alchornea sidifolia","Müll.Arg.","N.F.O. Mota; G.S. França","2005","11","05","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049031",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha do Bugiu.&nf;Alt.: 1000-1200m m.","Árvore de 5m. de altura no interior de mata, botões florais verdes.","Angiosperma",NA,"418","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-21 14:46:49-03","UFJF","CESJ","51440","PreservedSpecimen","Plantae","Trigoniaceae","Trigonia","eriosperma","Trigonia eriosperma","(Lam.) Fromm. & E.Santos","N.F.O. Mota; P.L. Viana","2006","03","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051440",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR040, Km6, Trilha do Sagui. 20º52'40,5 S, 43º48'51,7 W. Alt. 1000-1200m.s.m.",NA,"Angiosperma",NA,"602","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-21 14:45:08-03","UFJF","CESJ","51290","PreservedSpecimen","Plantae","Solanaceae","Aureliana","velutina","Aureliana velutina","Sendtn.","N.F.O. Mota; P.L. Viana","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051290",NA,NA,"Pedra do Sino Hotel Fazenda, BR 040 Km 6; Trilha do Sagui. Alt.: 1000-1200m.","Arbusto na beira de trilha, interior de mata. Flores com pétalas roxas e bordas brancas, calice verde e estames cremes.","Angiosperma",NA,"290","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-21 14:38:48-03","UFJF","CESJ","51304","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","N.F.O. Mota; P.L. Viana","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051304",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 6; Trilha do Sagui. Alt.: 1000-1200m.","Arbusto em beira de trilha no interior de mata, flores com corola laranja e nervuras vermelhas e cálice marrom.","Angiosperma",NA,"291","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
