"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount"
"1134","2020-03-10 08:30:17-03","UFV","VIC","32185","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mesosetum","chaseae","Mesosetum chaseae","Luces","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032185","VIC032185","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1135","2020-03-10 08:27:44-03","UFV","VIC","51072","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,"Braga, I.F.","29","2007","05","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita, ciófila. Folhas prateadas, recobertas por escamas. Brácteas escapais e primárias rosa. Flores secas.","VIC051072","VIC051072","Módulo de preservação Ambiental da Gerdau- Açomina",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1136","2020-03-10 08:27:44-03","UFV","VIC","51073","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Braga, I.F.","2007","Braga, I.F.","28","2007","05","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita, ciófila. Folhas prateadas, recobertas por escamas. Frutos maduros, dispersando sementes.","VIC051073","VIC051073","Módulo de preservação Ambiental da Gerdau- Açomina","05",NA,NA,"13809","auto",NA,"09",NA,NA,NA,NA
"1137","2020-03-10 08:27:44-03","UFV","VIC","51064","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,"Braga, I.F.","31","2007","05","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita, ciófila. Folhas prateadas, recobertas por escamas. Brácteas escapais e primárias rosa claro. Pétalas rosa escuro.","VIC051064","VIC051064","Módulo de preservação Ambiental da Gerdau- Açomina",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1138","2020-03-10 08:27:44-03","UFV","VIC","51069","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,"Braga, I.F.","30","2007","05","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita, ciófila. Folhas prateadas, recobertas por escamas. Brácteas escapais e primárias rosa. Flores secas.","VIC051069","VIC051069","Módulo de preservação Ambiental da Gerdau- Açomina",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1139","2020-03-10 08:27:41-03","UFV","VIC","039159","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"Lelis, S.M.; Braga, I.F.","52","2007","10","16",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC039159","VIC039159","Módulo de preservação Ambiental da Gerdau- Açomina",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1140","2020-03-10 08:27:44-03","UFV","VIC","51070","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,"Braga, I.F.","16","2006","11","06",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita, em torno de 2m do solo, ciófila. Encontrada em números significativos. Folhas prateadas, recobertas por escamas. Inflorescência seca.","VIC051070","VIC051070","Módulo de preservação Ambiental da Gerdau- Açomina",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1141","2020-03-10 08:27:44-03","UFV","VIC","039174","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","(L.) L.",NA,NA,"Braga, I.F.","34","2007","06","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epifita de poucos individuos, em torno de 4, área de ruina,bastante sombreada, ciófila, frutos imaturos verdes.","VIC039174","VIC039174","Módulo de Preservação ambiental da Gerdau Aço Mina, Cerrado,980 m de alt.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1142","2020-03-10 08:27:44-03","UFV","VIC","039180","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","(L.) L.",NA,NA,"Braga, I.F.","25","2007","03","22",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita em torno de 1,5 m de solo, semi ciófila, folhas prateadas, recoberta de escamas,muitos frutos imaturos.","VIC039180","VIC039180","Módulo de Preservação ambiental da Gerdau Aço Mina, Mata de galeria margeando o curso de água.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1143","2020-03-10 08:27:44-03","UFV","VIC","039179","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","(L.) L.",NA,NA,"Braga, I.F.","15","2006","10","05",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita de mata sombreada, encontrada em grande guantidade, folhas prateadas, recoberta de escamas, e fruto maduro dispersando semente.","VIC039179","VIC039179","Módulo de Preservação ambiental da Gerdau Aço Mina, Mata fechada.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1144","2020-03-10 08:27:37-03","UFV","VIC","46763","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","Izabela Fonseca Braga","2006","Izabela Fonseca Braga","14","2006","10","04",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Floresta Estacional Altimontana. Planta terrestre, infloresc?ncia seca, semi-ciófila. Encontrada em grande quantidade e em vários locais diferentes.; Planta terrestre, infloresc?ncia seca, semi-ciófila. Encontrada em grande quantidade","VIC046763","VIC046763","Módulo de Preservação Ambiental da Gerdau-Açominas","10",NA,NA,"13809","auto",NA,"04",NA,NA,NA,NA
"1145","2020-03-10 08:27:37-03","UFV","VIC","46759","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","Izabela Fonseca Braga","2007","Izabela Fonseca Braga","38","2007","08","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Mata de Galeria. Planta terrestre, ciófila. Brácteas escapais rosas. Pétalas amarelas.; Planta terrestre, ciófila. Brácteas escapais rosas. Pétalas amarelas.; Mata de Galeria","VIC046759","VIC046759","Módulo de Preservação Ambiental da Gerdau-Açominas","08",NA,NA,"13809","auto",NA,"01",NA,NA,NA,NA
"1146","2020-03-10 08:27:37-03","UFV","VIC","039160","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,"Braga, I.F.","40","2007","08","02",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita em Eremanthus sp ( Asteraceae), heliófila, 3 rosetas e apenas uma fertil, folhas robustas, rosadas, com espinhos bastante proeminentes, brácteas escapais rosa escuro, 4 flores abertas e em torno de 20 botões florais, pét","VIC039160",NA,"Módulo de Preservação Ambiental da Gerdau-Açominas, Campo rupestre.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1147","2020-03-10 08:27:38-03","UFV","VIC","039158A","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,"Braga, I.F.","19","2006","11","06",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta saxicola, em local semi-sombreado,em torno de 45 flores na inflorescência, escapo, brácteas escapais e brácteas florais rosas com escamas branco -lanosas, sépalas rosas, pétalas tricolores(branco na base, arroxeada no meio e ama","VIC039158","VIC039158","Módulo de Preservação Ambiental da Gerdau-Açominas, Campo rupestre.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1148","2020-03-10 08:27:38-03","UFV","VIC","039195","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aureorosea","(Antoine) L.B.Smith",NA,NA,"Braga, I.F.","54","2007","10","16",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta saxicola , semi ciófila, mas de 15 rosetas e só uma florida, brácteas escapais rosa, flores rosas e amarela, formigas dentro da roseta.","VIC039195",NA,"Módulo de Preservação Ambiental da Gerdau-Açominas, Cerrado mata de galeria.",NA,NA,NA,"13809","auto","aureorosea",NA,NA,NA,NA,NA
"1149","2020-03-10 08:27:44-03","UFV","VIC","039158","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardineri","Tillandsia gardineri","L.",NA,NA,"Braga, I.F.","49","2007","09","14",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita isolada, ciófila e semi ciófila, muitos individuos na área, todas frutificadas, 17 frutos verdes.","VIC039158","VIC039158","Modulo de preservação ambiental da Gerdau Açominas, Floresta estacional Altimontana.1196 m de alt.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1150","2020-03-10 08:27:44-03","UFV","VIC","039155","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","Sol. ex Sims",NA,NA,"Braga, I.F.","24","2007","03","05",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta ep#?#ífita de 1,5 m do solo, ciófila, folhas prateadas, recobertas de escamas, brácteas escapais verdes e frutos imaturos.","VIC039155",NA,"Modulo de preservação ambiental da Gerdau Açominas, Mata de galeria.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1151","2020-03-10 08:27:39-03","UFV","VIC","39154","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","porteana","Billbergia porteana","Brong. ex Beer","Braga, I.F.","2007","Martins, R.; Guarçoni, E.; Braga, I.F.","23","2007","01","16",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita, em torno de 5 m do solo, semi-ciófila, numerosas flores; pétalas verdes, espiraladas após antese, estames e estigma arroxeados, pólen esverdeado, sépalas lanosas.","VIC039154",NA,"Módulo de Preservação Ambiental da Gerdau-Açominas, Mata de Galeria","01",NA,NA,"13809","auto",NA,"16",NA,NA,NA,NA
"1152","2020-03-10 08:29:34-03","UFV","VIC","19072","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Souza, P.P. de","2012","Souza, P.P. de","168","2007","01","31",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Àrvore com 8m de altura, ramos se desenvolvendo lateramente, crescendo em pleno sol, folhas com pêlos de cor branca, seiva lactescente branca e sabor adocicado, sicônios com pêlos brancos de interior claro, vespas negra no interior so","VIC019072","VIC019072","Na entrada da cidade, na beira da estrada, próximo a lápide erguida para Tiradentes.","03",NA,NA,"13809","auto",NA,"07",NA,NA,NA,NA
"1153","2020-03-10 08:30:21-03","UFV","VIC","38452","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,NA,"Longhi-Wagner, H.; et al.","9590","2005","03","15",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC038452","VIC038452","No topo da Serra (Igreja)",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1154","2020-03-10 08:27:01-03","UFV","VIC","41138","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis",NA,"Baccharis",NA,NA,NA,"Ramos, M.B.C.; et al.","s.n.","2012","10","17",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Subarbusto, 0,6m, papus amarelo claro, coletada próximo ao balneário do PESOB , mata ripária.","VIC041138","VIC041138","Parque Estadual da Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1155","2020-03-10 08:26:58-03","UFV","VIC","41137","PreservedSpecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,NA,"Ramos, M.B.C.","92","2013","02","14",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto, 1,5 m, papus esbranquiçado,mata ripária, coletado próximo ao balneário do PESOB.","VIC041137","VIC041137","Parque Estadual da Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1156","2020-03-10 08:27:21-03","UFV","VIC","41140","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonanthura",NA,"Vernonanthura","H.Rob",NA,NA,"Ramos, M.B.C.; et al.","s.n.","2012","12","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto, ca, 1,1 m, papus branco, coletado próximo a antiga extração de areia do PESOB, mata ripária.","VIC041140","VIC041140","Parque Estadual da Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1157","2020-03-10 08:30:31-03","UFV","VIC","44706","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,"Araújo, R.S.; Coser, T.","150","2007","01","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto de médio porte de 1 m, flores brancas","VIC044706","VIC044706","parque Estadual do Itacolomi",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1158","2020-03-10 08:27:15-03","UFV","VIC","41141","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania",NA,"Mikania",NA,NA,NA,"Ramos, M.B.C.; et al.","4","2012","10","17",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto, 1,2 m, frutos maduros, papus esbrânquiçados. próximo ao Balneário de PESOB, mata ripária.","VIC041141","VIC041141","Parque Estadual Serra de Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1159","2020-03-10 08:28:53-03","UFV","VIC","37198","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little","Araújo, J.S.",NA,"Silva, M.Â.T.; Barros, K.A.","s.n.","2012","04","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Subarbusto, corola rósea.","VIC037198","VIC037198","Parque Estadual Serra de Ouro Branco, Campo rupestre.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1160","2020-03-10 08:27:41-03","UFV","VIC","034283","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","bracteata","Dyckia bracteata","(Witt) Mez",NA,NA,"Guarçoni, E.; et al.","1483","2010","10","08",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre quartizitico, campo graminoide, sobre formigueiro formando densa touceira circular, em frutificação, individuo de 71,1 cm de alt. e frutificação. Fruto cápsula, ovado, castanho.","VIC034283","VIC034283","Parque Estadual Serra de Ouro Branco, Capela de Santa Isabel, ecrca de 1 km depois, 1481 m altitude.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1161","2020-03-10 08:27:41-03","UFV","VIC","034282","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","bracteata","Dyckia bracteata","(Witt) Mez",NA,NA,"Guarçoni, E.; et al.","1481","2010","10","08",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre quartizitico,campo graminoíde, terrestre sobre seraílheira, presença de formigas, marca de fogo recente,população de cinco individuos formando touceira elipoide, dois individuos em floração, individuo de 64,3 cm de alt,","VIC034282","VIC034282","Parque Estadual Serra de Ouro Branco, Logo após a entrada, 1457 m de altitude.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1162","2020-03-10 08:27:00-03","UFV","VIC","41149","PreservedSpecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,NA,"Ramos, M.B.C.","47","2012","12","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto, 1,52m, inflorescência com flores secas, papus amarelo claro, coletada próximo a antiga extração de areia do PESOB. Mata ripária.","VIC041149","VIC041149","Parque Estadual Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1163","2020-03-10 08:27:00-03","UFV","VIC","41150","PreservedSpecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,NA,"Ramos, M.B.C.","94","2013","02","14",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto, 1,8 m, papus de rósea a purpúra, coletada próximo ao balneário do PESOB, mata ripária.","VIC041150",NA,"Parque Estadual Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1164","2020-03-10 08:28:37-03","UFV","VIC","029652","PreservedSpecimen","Plantae",NA,NA,"Gramineae","Eragrostis",NA,"Eragrostis",NA,NA,NA,"de Paula, C.C.; et al.","789","2003","04","27",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre,campo graminoide, erva de 0,05 a 0,10 m de altura,freguência abundante, folhas com lâmina verde e bainha vinho;cresce em solo arenoso em eio a musgos;forma touceiras dispersas,heliófila, folhas com pelos brancos e abundantes;","VIC029652","VIC029652","Serra de Ouro Branco - Área 2",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1165","2020-03-10 08:28:39-03","UFV","VIC","027189","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","pilosum","Trichomanes pilosum","Raddi",NA,NA,"Pereira, Z.V.","04","2001","05","08",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta coletada em local parcialmente sombreado, campo rupestre.","VIC027189","VIC027189","Próximo a paredão de pedra de uma montanha.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1166","2020-03-10 08:30:10-03","UFV","VIC","37450","PreservedSpecimen","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,"Fernandes, J.M.; et al.","662","2008","02","23",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, c.a. de 50-60 cm de altura. Flores amarelas.","VIC037450","VIC037450","R.P.P.N. GA, Cerrado, campo graminoso.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1167","2020-03-10 08:30:45-03","UFV","VIC","37458","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae",NA,NA,NA,NA,"Fernandes, J.M.","2008","Fernandes, J.M.; et al.","657","2008","02","23",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Trepadeira com gavinhas e inflorescência em umbela (jovem).","VIC037458","VIC037458","R.P.P.N. GA","02",NA,NA,"13809","auto",NA,"23",NA,NA,NA,NA
"1168","2020-03-10 08:28:10-03","UFV","VIC","37437","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae",NA,NA,NA,NA,"Fernandes, J.M.","2008","Fernandes, J.M.","674","2008","02","23",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, c.a. de 30-40 cm de altura; flores azuis; caule avermelhado.","VIC037437","VIC037437","R.P.P.N. GA","02",NA,NA,"13809","auto",NA,"23",NA,NA,NA,NA
"1169","2020-03-10 08:30:55-03","UFV","VIC","37459","PreservedSpecimen","Plantae",NA,NA,"Typhaceae",NA,NA,NA,NA,"Fernandes, J.M.","2008","Fernandes, J.M.","687","2008","02","24",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta aquática; herbácea, c.a. de 1.5 metros de altura; inflorescência com flores unissexuais ferrugíneas.","VIC037459","VIC037459","R.P.P.N. GA","02",NA,NA,"13809","auto",NA,"24",NA,NA,NA,NA
"1170","2020-03-10 08:30:45-03","UFV","VIC","37457","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax",NA,"Smilax",NA,"Fernandes, J.M.","2008","Fernandes, J.M.; et al.","659","2008","02","22",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Trepadeira. Planta com frutos verdes; com espinhos desenvolvidos; frutos verdes.","VIC037457","VIC037457","R.P.P.N. GA","02",NA,NA,"13809","auto",NA,"22",NA,NA,NA,NA
"1171","2020-03-10 08:28:23-03","UFV","VIC","37444","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae",NA,NA,NA,NA,"Fernandes, J.M.","2008","Fernandes, J.M.; et al.","675","2008","02","23",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta herbácea, c.a. de 2,0 metros de altura; inflorescência desenvolvida; flores brancas.","VIC037444","VIC037444","R.P.P.N. GA","02",NA,NA,"13809","auto",NA,"23",NA,NA,NA,NA
"1172","2020-03-10 08:29:48-03","UFV","VIC","37452","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Fernandes, J.M.","2008","Fernandes, J.M.; et al.","658","2008","02","22",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta terrestre; sistema radicular desenvolvido; flor manchada; a raiz tem princípios afrodisíacos.","VIC037452","VIC037452","R.P.P.N. GA","02",NA,NA,"13809","auto",NA,"22",NA,NA,NA,NA
"1173","2020-03-10 08:26:52-03","UFV","VIC","37433","PreservedSpecimen","Plantae",NA,NA,"Araceae",NA,NA,NA,NA,"Fernandes, J.M.","2008","Fernandes, J.M.; et al.","656","2008","02","22",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Hemiepífita; raiz chegando até ao solo; inflorescência madura; folhas interias.","VIC037433","VIC037433","R.P.P.N. GA","02",NA,NA,"13809","auto",NA,"22",NA,NA,NA,NA
