"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","recordNumber","year","month","day","locality","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","relatedCatalogItem"
"41","2019-12-16 16:56:38-03","NYBG","NYBG","656960","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Guapira","opposita","Guapira opposita","S. F. Smith","1991",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"(Vell.) Reitz","49884","1985","10","17","Venda Nova","South America","-41.2439","-20.3683","sheet","NY00656960","NY00656960","800","800",NA,NA,NA,NA,NA,NA
"42","2019-12-16 17:46:21-03","NYBG","NYBG","402772","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii",NA,NA,NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"(Sandwith) S.O.Grose","49983","1985","11","20","Venda Nova, torre Telest.","South America","-41.2439","-20.3683","sheet","NY00402772","NY00402772","1000","1000",NA,NA,NA,NA,NA,NA
"43","2019-12-16 18:20:16-03","NYBG","NYBG","558657","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","M. Reginato","2011",NA,"M. M. Arbo","Brazil","Espírito Santo","Conceiçao do Castelo","-41.13","-20.3",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537367 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cogn.","7737","1997","01","27","1 km W de Venda Nova do Imigrante, entrada a Alto Bananeiras, 5-7 km de la rodovia BR-262","South America","-41.13","-20.30","sheet","NY00558657","NY00558657","900","900",NA,NA,NA,NA,NA,NA
"44","2019-12-16 18:20:34-03","NYBG","NYBG","558658","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","santos-limae","Leandra santos-limae","M. Reginato","2010",NA,"M. M. Arbo","Brazil","Espírito Santo","Conceiçao do Castelo","-41.13","-20.3",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537368 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Brade","7740","1997","01","27","1 km W de Venda Nova do Imigrante, entrada a Alto Bananeiras, 5-7 km de la rodovia BR-262","South America","-41.13","-20.30","sheet","NY00558658",NA,"900","900",NA,NA,NA,NA,NA,NA
"45","2019-12-16 18:22:37-03","NYBG","NYBG","521233","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","J. J. Wurdack","1987",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.256612","-20.378333",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Triana","49931","1985","10","18","Alto Bananal","South America","-41.256612","-20.378333","sheet","NY00521233","NY00521233","800","800",NA,NA,NA,NA,NA,NA
"46","2019-12-16 18:30:18-03","NYBG","NYBG","615928","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","L. R. Landrum","1987",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.256612","-20.378333",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"D.Legrand","49937","1985","10","18","Alto Bananal","South America","-41.256612","-20.378333","sheet","NY00615928","NY00615928","800","800",NA,NA,NA,NA,NA,NA
"47","2019-12-16 18:30:35-03","NYBG","NYBG","00906755","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anceps","Myrcia anceps","M. Sobral","1988",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"(Spreng.) O.Berg","48653","1984","12","05","Rod. BR-292","South America","-41.2439","-20.3683","sheet","NY00906755","NY00906755",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-16 18:30:35-03","NYBG","NYBG","615998","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anceps","Myrcia anceps","M. Sobral","1993",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"(Spreng.) O.Berg","50782","1986","11","11","Ribeirao do Meio","South America","-41.2439","-20.3683","sheet","NY00615998","NY00615998",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 17:53:13-03","NYBG","NYBG","886972","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","divaricata","Ocotea divaricata","H. H. van der Werff","1988",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"(Nees) Mez","51338","1987","08","20","Providência","South America","-41.2439","-20.3683","sheet","NY00886972","NY00886972",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 17:35:45-03","NYBG","NYBG","440678","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis",NA,NA,NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"A.DC.","48641","1984","12","05","Rod. BR-262","South America","-41.2439","-20.3683","sheet","NY00440678","NY00440678",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-16 18:55:59-03","NYBG","NYBG","408366","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","emarginata","Trichilia emarginata",NA,NA,NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"(Turcz.) C.DC.","49897","1985","10","17","Venda Nova, arredores","South America","-41.2439","-20.3683","sheet","NY00408366",NA,"700","700",NA,NA,NA,NA,NA,NA
"52","2019-12-16 18:56:16-03","NYBG","NYBG","401983","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","silvatica","Trichilia silvatica","T. D. Pennington","1987",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.256612","-20.378333",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"C.DC.","49913","1985","10","18","Alto Bananal","South America","-41.256612","-20.378333","sheet","NY00401983","NY00401983","800","800",NA,NA,NA,NA,NA,NA
"53","2019-12-16 18:56:16-03","NYBG","NYBG","401991","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","silvatica","Trichilia silvatica","T. D. Pennington","2006",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.256612","-20.378333",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"C.DC.","50693","1986","11","06","Alto Bananal","South America","-41.256612","-20.378333","sheet","NY00401991","NY00401991",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-16 18:56:16-03","NYBG","NYBG","476223","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","silvatica","Trichilia silvatica","T. D. Pennington","2006",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"C.DC.","50779","1986","11","15","Venda Nova","South America","-41.2439","-20.3683","sheet","NY00476223","NY00476223",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-16 16:53:19-03","NYBG","NYBG","808367","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","geminata","Vernonia geminata","H. E. Robinson","1985",NA,"G. G. Hatschbach","Brazil","Espírito Santo","Conceicao do Castelo",NA,NA,NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Less.","49401","1985","04","16","Ribeirão do Meio","South America",NA,NA,"sheet","NY00808367","NY00808367",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-03-04 11:47:55-03","UFRJ","RFA","Fungos 41919","Preservedecimen","Fungi",NA,NA,"Arthoniales","Chiodecton","sanguineum","Chiodecton sanguineum","V. D. Silveira","1984","08","P. C. Vinha","Brasil","Espírito Santo","Conceição de Castelo",NA,NA,NA,NA,NA,NA,"(Sw.) Vain.",NA,"1984","08","07","Indaiá. Pasto.",NA,NA,NA,NA,"RFAFungos34743",NA,NA,NA,"21",NA,NA,NA,NA,NA
"57","2020-03-04 11:48:15-03","UFRJ","RFA","Fungos 41936","Preservedecimen","Fungi",NA,NA,"Physciaceae","Physcia","aipolia","Physcia aipolia","V. D. Silveira","1984","10","P. C. Vinha","Brasil","Espírito Santo","Conceição de Castelo",NA,NA,NA,NA,"Difere de Pstellaris por ter rizinas negras.",NA,"(Ehrh. ex Humb.) Fürnr.",NA,"1984","08","07","Indaiá. Corticicola.",NA,NA,NA,NA,"RFAFungos34760",NA,NA,NA,"02",NA,NA,NA,NA,NA
"58","2015-02-10 11:46:23-02","BM","SOLANACEAE_SOURCE_BR","16465","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hoehnei","Solanum hoehnei","Clark, J.L.","2006","07","Hatschbach, G.; Cervi, A.C.","Brazil","Espírito Santo","Conceição do Castelo","-41.2439","-20.3683","17824",NA,"Reptante, flor alva, anteras amarelas. Clareiras.; Mata pluvial.","auto","C.V.Morton","51332","1987","08","20","Alto Bananal","Southern America",NA,NA,NA,NA,NA,"1100","1100","16","Dicotyledoneae",NA,NA,NA,NA
"59","2019-10-09 11:16:27-03","UFBA","ALCB","86958","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Mendonça, CV","1999",NA,"Hatschbach, G; Zelma, FJ","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"flor creme, nervuras e pêlos marrons","auto","Vogel","49920","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"ALCB031600","ALCB031600","800","800",NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:18:10-03","UFBA","ALCB","059979","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Rohwer, JG","2000",NA,"Hatschbach, G; Silva, JM","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"10m. Flor alva.","auto","Coe-Teixeira","49908","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,"ALCB002991","ALCB002991","800","800",NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:21:12-03","UFBA","ALCB","112015","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Sobral, M","2008",NA,"Hatschbach, G; Cervi, AC","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"8m, frutos amarelos.; pluvial","auto","O.Berg","51320","1987","08","20","Alto do Bananal.","Southern America",NA,NA,NA,"ALCB057703",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-09 11:23:00-03","UFBA","ALCB","101070","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Securidaca","diversifolia","Securidaca diversifolia","Marques, MC","1991",NA,"Hatschbach, G; Cervi, AC","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Lenhosa. Flor purpúrea.; Restinga","auto","S.F.Blake","51441","1987","08","24","Itaunas.","Southern America",NA,NA,NA,"ALCB034520","ALCB034520","5","5",NA,NA,NA,NA,NA,NA
"63","2019-10-09 11:25:12-03","UFBA","ALCB","97942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Stemamm, SR","2000",NA,"Hatschbach, G; Silva, JM","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"8 m alt. Flores discolores.","auto","Sendtn.","49978","1985","10","20","Venda nova, Córrego Telesp","Southern America",NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA
"64","2019-08-27 12:07:29-03","IAP","PACA-BRYOPHYTES","117536","PreservedSpecimen","Plantae",NA,NA,"Sphagnaceae","Sphagnum","subsecundum","Sphagnum subsecundum","sine determiner",NA,NA,"Yano, O.","Brasil","ES","Conceição do Castelo","-41.243889","-20.368333",NA,NA,"duplicata sp172449 Habitat: sobre o solo arenoso em rochas graníticas, ao lado da estrada",NA,"Nees","4943","1982","11","24",NA,NA,"41º14'38.0W","20º22'06.0S",NA,"PACA117536",NA,"600","600",NA,NA,NA,NA,NA,NA
"65","2019-08-27 12:07:17-03","IAP","PACA-BRYOPHYTES","117446","PreservedSpecimen","Plantae",NA,NA,"Pottiaceae","Tortella","humilis","Tortella humilis","sine determiner",NA,NA,"Yano, O.","Brasil","ES","Conceição do Castelo","-41.243889","-20.368333",NA,NA,"sp172455 Habitat: barranco arenoso ao lado da estrada",NA,"(Hedw.) Jenn.","4950","1982","11","24",NA,NA,"41º14'38.0W","20º22'06.0S",NA,"PACA117446",NA,"600","600",NA,NA,NA,NA,NA,NA
"66","2019-08-27 12:06:17-03","IAP","PACA-BRYOPHYTES","117163","PreservedSpecimen","Plantae",NA,NA,"Bartramiaceae","Philonotis","hastata","Philonotis hastata","sine determiner",NA,NA,"Yano, O.","Brasil","ES","Conceição do Castelo","-41.243889","-20.368333",NA,NA,"sp172456 Habitat: barranco arenoso, ao lado da estrada",NA,"(Duby) Wijk. & Argent","4952","1982","11","24",NA,NA,"41º14'38.0W","20º22'06.0S",NA,"PACA117163",NA,"600","600",NA,NA,NA,NA,NA,NA
"67","2019-02-22 15:24:13-03","ESALQ","ESA","13938","S","Plantae","Magnoliophyta",NA,"Moraceae","Dorstenia","elata","Dorstenia elata","Souza, V.C.","2012","06","Hatschbach, G. ; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Hook.","49956","1985","10","18",NA,NA,NA,NA,NA,"ESA013938","ESA013938",NA,NA,"05",NA,NA,NA,NA,NA
"68","2019-02-22 15:19:38-03","ESALQ","ESA","100894","S","Plantae","Magnoliophyta",NA,"Fabaceae","Trifolium","campestre","Trifolium campestre","Mantovani, W.","1983","04","Pirani, J.R.","Brasil","Espírito Santo","Conceição de Castelo",NA,NA,NA,NA,NA,NA,NA,"237","1982","11","24",NA,NA,NA,NA,NA,"ESA100894",NA,NA,NA,"07",NA,NA,NA,NA,NA
"69","2020-02-13 14:06:19-03","MN","R","173653","S","Plantae",NA,NA,"Amaranthaceae","Amaranthus","hybridus","Amaranthus hybridus",NA,NA,NA,"Leane","Brasil","Espirito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","L.","683","1982","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-02-13 14:12:00-03","MN","R","198256","S","Plantae",NA,NA,"Moraceae","Dorstenia","longifolia","Dorstenia longifolia","Carauta, J.P.P.","1986",NA,"Hatschbach, G.G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Moric.","49956","1985","10","18",NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA
"71","2020-02-13 14:10:09-03","MN","R","162469","S","Plantae",NA,NA,"Fabaceae","Indigofera",NA,"Indigofera",NA,NA,NA,"Leane, N.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"s.n.","1982","04","02","Venda Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-07-02 14:01:22-03","JBP","HPL","12332","S","Plantae",NA,NA,"Cannaceae","Canna","indica","Canna indica","S. Vieira","2011","01","G. Hatschbach & A.C. Cervi","Brasil","ES","Conceição do Castelo","-41.2439","-20.3683","17824",NA,NA,"auto","L.","51312","1987","08","20","Alto Bananal. Capoeira.",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"73","2019-02-15 11:45:43-02","IPA","IPA","87685","S","Plantae","Plantae",NA,"Melastomataceae","Miconia","hirtella","Miconia hirtella","Goldemberg, R.","2010",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","Brasil","Espirito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Arbusto 2,5m; flor creme.; Orla mata pluvial.","auto","Cogn.","49900","1985","10","18","Alto Bananal.","Southern America",NA,NA,NA,"IPA0087685",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-08-27 13:33:31-03","IAP","PACA-AGP","69346","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hoehnei","Solanum hoehnei","G. Hastschbach","1988",NA,"Hatschbach, G.","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Reptante. Anteras amarelas.&nf;Confirmado por: L. A. Mentz, 11.12.1996. Fenofase: flores alvas","auto","C. V. Morton","51332","1987","08","20","Alto Bananal",NA,NA,NA,NA,"PACA069346",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"75","2019-08-27 13:32:46-03","IAP","PACA-AGP","69372","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","M. S. Ferruci","1988",NA,"Hatschbach, G.","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"trepadeira lenhosa; fruto vermelho. Habitat: orla da mata pluvial Hábito: trepadeira","auto","Radlk.","51326","1987","08","20","Alto Bananal",NA,NA,NA,NA,"PACA069372",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"76","2019-08-27 13:31:22-03","IAP","PACA-AGP","68458","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","M. Sobral","1986",NA,"Hatschbach, G.","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"3m de altura e flores alvas. Habitat: mata pluvial Hábito: arbusto","auto","Cambess.","49914","1985","03","18","Alto Bananal",NA,NA,NA,NA,"PACA068458",NA,"800","800",NA,"Magnoliatae",NA,NA,NA,NA
"77","2019-08-27 13:30:39-03","IAP","PACA-AGP","69667","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","divaricata","Ocotea divaricata","H. van der Werff","1988",NA,"Hatschbach, G.","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"flor creme muito odorifera Habitat: mata pluvial Fenofase: flor Hábito: arvoreta","auto","(Nees) Mez","51338","1987","08","20","Providencia",NA,NA,NA,NA,"PACA069667",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"78","2019-11-21 14:36:49-03","UFJF","CESJ","52993","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Machaerium","triste","Machaerium triste","C.V.Mendonça","1999",NA,"G. Hatschbach; F.J.Zelma","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Trepadeira lenhosa; flor creme, nervuras e pelos marrons. Mata pluvial. Alt.: 800m.","auto","Vog.","49920","1985","10","18","Alto Bananal","América do Sul",NA,NA,NA,"CESJ052993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:32:49-03","UFJF","CESJ","42662","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Pitcairnia","burle-marxii","Pitcairnia burle-marxii","E.M.C. Leme","2001",NA,"G. Hatschbach; et al.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Flor vermelha, folhas com o verso purpúreo. Paredões rochosos.","auto","R. Braga & Sucre","68335","1998","10","08","Ribeirão do Meio","América do Sul",NA,NA,NA,"CESJ042662",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:30:41-03","UFJF","CESJ","33258","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Oxypetalum","banksii","Oxypetalum banksii","M.A. Farinaccio","2000",NA,"G. Hatschbach; J.M. Silva; L.A. Ferreira","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"volúvel, lactífera, pétalas creme-esverdeadas, corona creme, ápice do ginostemio vinoso.","auto","Schult.","69167","1999","05","20","Rod. BR-262 no viaduto","América do Sul",NA,NA,NA,"CESJ033258","CESJ033258",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-03-06 15:30:40-03","UFES","SAMES","3189","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea",NA,"Calathea",NA,NA,NA,"Siqueira,G.S.; Mareto,F.;Mareto,C.;Mareto,A.;Gonçalves,F.T.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Herbácea, terrestre, cor flor bracteas vermelhas com flores amarelas, exsudação seiva e incolor, descamação ausente.","auto",NA,"785","2012","09","07","Localização muito ornamental, Mata de Altitude.",NA,NA,NA,NA,"SAMES03189",NA,"895","895",NA,NA,NA,NA,NA,NA
"82","2019-07-24 15:27:59-03","ASU","ASU-PLANTS","60654","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","L.R. Landrum, 1987.","1987",NA,"G. Hatschbach; J.M. Silva","Brazil","Espirito Santo","Conceicao do Castelo","-41.25","-20.3667",NA,NA,"Coor from www.fallingrain.com/world; Arbusto 3m; flores alvas.",NA,"D.Legrand","49937","1985","10","18","Alto Bananal.",NA,"-41.25","-20.3667",NA,NA,NA,NA,NA,NA,NA,"149344",NA,NA,NA
"83","2019-07-24 15:28:00-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anceps","Myrcia anceps","M. Sobral, 1993.",NA,NA,"G. Hatschbach; J.M. Silva","Brazil","Espirito Santo","Conceicao do Castelo","-41.25","-20.3667",NA,NA,"Coor from www.fallingrain.com/world; Arbusto 4m; flores alvas.",NA,"O.Berg","50782","1986","11","11","Ribeirao do Meio.",NA,"-41.25","-20.3667",NA,NA,NA,NA,NA,NA,NA,"191526",NA,NA,NA
