"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","class","infraspecificEpithet","continentOcean","preparationType","barcode","imagecode","typeStatus","previousCatalogNumber","relatedCatalogItem"
"53","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1826","S","Plantae","Pteridophyta",NA,"Woodsiaceae","Diplazium","plantaginifolium","Diplazium plantaginifolium","(L.) Urb.","Carlos A. Ferreira Jr.","2010","08","10","Carlos Alberto F. Jr.; Thaynara Ferreira e Alysson Rezende","2010","07","11","Brasil","Minas Gerais","Caeté","Estrada próxima ao Asilo São Luis na MG435","-43.6697006225586","-19.8799991607666","22051","254","auto","1","43°39.696'","19°48.935'","1252","1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1479","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J.Sm.","Carlos A. Ferreira Jr.","2010","05","30","Carlos Alberto F. Jr.; Alysson Rezende","2010","05","30","Brasil","Minas Gerais","Caeté","Funil","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1478","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J.Sm.","Carlos A. Ferreira Jr.","2010","05","30","Carlos Alberto F. Jr.; Alysson Rezende","2010","05","30","Brasil","Minas Gerais","Caeté","Funil","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2750","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","concolor","Doryopteris concolor","(Langsd. & Fisch.) Kuhn","Carlos A. Ferreira Jr.","2010","05","30","Carlos Alberto F. Jr.; Alysson Rezende","2010","05","30","Brasil","Minas Gerais","Caeté","Funil","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1620","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","sp.","Doryopteris sp.",NA,"Carlos A. Ferreira Jr.","2011","01","09","Carlos Alberto F. Jr.;","2011","01","09","Brasil","Minas Gerais","Caeté","Serra da Piedade, próximo a capela de São Sebastião","-43.6697006225586","-19.8799991607666","22051","254","auto","1","43°38'49","19°48'43","1228","1228","CAF131",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","3364","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Dyckia","sp.","Dyckia sp.",NA,NA,NA,NA,NA,NA,"2008","09",NA,"Brasil","Minas Gerais","Caeté","Biquinha, atras da Escola Estadual José Brandão","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1622","S","Plantae","Pterifophyta",NA,"Dryopteridaceae","Elaphoglossum","sp.","Elaphoglossum sp.",NA,"Carlos A. Ferreira Jr.","2011","01","09","Carlos Alberto F. Jr.;","2011","01","09","Brasil","Minas Gerais","Caeté","Serra da Piedade, próximo a capela de São Sebastião","-43.6697006225586","-19.8799991607666","22051","254","auto","1","43°39'54","19°49'11","1335","1335","CAF117",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1623","S","Plantae","Pterifophyta",NA,"Dryopteridaceae","Elaphoglossum","sp.","Elaphoglossum sp.",NA,"Carlos A. Ferreira Jr.","2011","01","09","Carlos Alberto F. Jr.;","2011","01","09","Brasil","Minas Gerais","Caeté","Serra da Piedade, próximo a capela de São Sebastião","-43.6697006225586","-19.8799991607666","22051","254","auto","1","43°39'46","19°49'00","1303","1303","CAF118",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","2343","S","Plantae","Pterifophyta",NA,"Dryopteridaceae","Elaphoglossum","sp.","Elaphoglossum sp.",NA,"Carlos A. Ferreira Jr.","2009","05","25","Carlos Alberto F. Jr.;","2009","05","24","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2236","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","densiflorum","Epidendrum densiflorum","Hook.","Carlos A. Ferreira Jr.","2009","05",NA,"Carlos Alberto F. Jr.;","2008","08","10","Brasil","Minas Gerais","Caeté","Serra do Gandarelo - Morro Vermelho","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2150","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","nocturnum","Epidendrum nocturnum","Jacq.",NA,NA,NA,NA,"Rubens Custódio;",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2239","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epistephium","sp.","Epistephium sp.",NA,"Carlos A. Ferreira Jr.","2009","05",NA,"Carlos Alberto F. Jr.;","2009","04","25","Brasil","Minas Gerais","Caeté","Biquinha - atras da escola estadual","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2240","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epistephium","sp.","Epistephium sp.",NA,"Carlos A. Ferreira Jr.","2009","05",NA,"Carlos Alberto F. Jr.;","2009","04","25","Brasil","Minas Gerais","Caeté","Biquinha - proximo ao final da rua do posto","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","1428","S","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","ebracteatum","Eryngium ebracteatum","Lam.","Carlos A. Ferreira Jr.","2008","04","22","Carlos Alberto F. Jr.;","2008","06","21","Brasil","Minas Gerais","Caeté","Biquinha, atras do Escola Estadual José Brandão","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","1858","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Eurystyles","sp.","Eurystyles sp.",NA,"Carlos A. Ferreira Jr.","2010","07","12","Carlos Alberto F. Jr.; Thaynara Ferreira e Alysson Rezende","2010","07","11","Brasil","Minas Gerais","Caeté","Estrada próxima ao Asilo São Luis na MG435","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,"43°39.696'","19°48.935'","1252","1252",NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","1609","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","lithospermoides","Evolvulus lithospermoides","Mart.","Carlos A. Ferreira Jr.","2012","12","26","Carlos Alberto F. Jr.;","2011","12","27","Brasil","Minas Gerais","Caeté","Morro do Serrote, próximo ao campão","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,"43°40'29","19°53'14","937","937","CAF355",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2237","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","cf. imperatoris-maximiliani","Gomesa cf. imperatoris-maximiliani","(Rchb.f.) M.W.Chase & N.H.Williams.","Carlos A. Ferreira Jr.","2009","05",NA,"Carlos Alberto F. Jr.;","2009","07",NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2238","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Gomesa","forbesii","Gomesa forbesii","(Hook.) M.W.Chase & N.H.Williams","Carlos A. Ferreira Jr.","2009","05",NA,"Carlos Alberto F. Jr.;","2003","06",NA,"Brasil","Minas Gerais","Caeté","Rio do Cawtry","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3283","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Hapalorchis","sp.","Hapalorchis sp.",NA,"Carlos A. Ferreira Jr.","2014","01","08","Carlos Alberto F. Jr.;","2014","01","08","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,"CAF1346","Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3284","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Hapalorchis","sp.","Hapalorchis sp.",NA,"Carlos A. Ferreira Jr.","2014","01","08","Carlos Alberto F. Jr.;","2014","01","08","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,"CAF1347","Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1624","S","Plantae","Pteridophyta",NA,"Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","(Lam.) Raddi","Carlos A. Ferreira Jr.","2011","01","09","Carlos Alberto F. Jr.;","2011","01","09","Brasil","Minas Gerais","Caeté","Serra da Piedade, entrada de terra na Mata antes do ponto de onibus do Asílo São Luiz","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,"43°39'25","19°48'59","1221","1221","CAF125",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1822","S","Plantae","Magnoliophyta","Alismatales","Araceae","Heteropsis","cf. flexuosa","Heteropsis cf. flexuosa","(Kunth) G.S.Bunting","Juliana Ordones","2010","04","20","Fernando Campos;","2010","03","07","Brasil","Minas Gerais","Caeté","Estrada próxima ao Asilo São Luis na MG435","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,"43°39.484'","19°48.907'","1246","1246",NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-06-10 10:10:56-03","FZB-BH","CVJBFZB","3278","S","Plantae","Magnoliophyta","Asparagales","Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.","Carlos A. Ferreira Jr.","2014","01","08","Carlos Alberto F. Jr.;","2014","01","08","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","254","auto","2",NA,NA,NA,NA,"CAF1341","Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2230","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Carlos A. Ferreira Jr.","2008","04",NA,"Carlos Alberto F. Jr.;",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Morro do Serrote","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2221","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Carlos A. Ferreira Jr.","2008","04",NA,"Carlos Alberto F. Jr.;",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Morro do Serrote","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","1460","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Laelia","sp.","Laelia sp.",NA,"Carlos A. Ferreira Jr.","2010","04","01","Carlos Alberto F. Jr.; Rainna Souza Gomes","2010","04","01","Brasil","Minas Gerais","Caeté","serra da piedade","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","3282","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Malaxis","cf. parthonii","Malaxis cf. parthonii","C.Morren.","Carlos A. Ferreira Jr.","2014","01","08","Carlos Alberto F. Jr.;","2014","01","08","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,"CAF1345","Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2285","S","Plantae","Pteridophyta","Marattiales","Marattiaceae","Marattia","cicutifolia","Marattia cicutifolia","Kaulf.","Vinícius Ditttrich","2007","09","13","Fernando Campos;",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2232","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Maxillaria","ochroleuca","Maxillaria ochroleuca","Lodd. ex Lindl.","Carlos A. Ferreira Jr.","2009","05",NA,"Carlos Alberto F. Jr.;","1995","10",NA,"Brasil","Minas Gerais","Caeté","Distrito de Antonio dos Santos","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1431","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Carlos A. Ferreira Jr.","2009","05","24","Carlos Alberto F. Jr.; Alysson Rezende","2009","05","24","Brasil","Minas Gerais","Caeté","Serra da Piedade, área lateral (Leste) da última curva anterior ao topo da Serra","-43.6697006225586","-19.8799991607666","22051","254","auto","2","43°40.319'","19°49.286'","1661","1661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","1302","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"2008","09","08","Carlos Alberto F. Jr.;",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","1094","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"2007","11","30",NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","3286","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Ni","sp.","Ni sp.",NA,"Carlos A. Ferreira Jr.","2014","01","08","Carlos Alberto F. Jr.;","2014","01","08","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,"CAF1349","Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2233","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Octomeria","sp.","Octomeria sp.",NA,"Carlos A. Ferreira Jr.","2009","05",NA,"Carlos Alberto F. Jr.;","2009","09",NA,"Brasil","Minas Gerais","Caeté","Rio do Cawtry","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","3279","S","Plantae","Pteridophyta",NA,"Oleandraceae","Oleandra","baetae","Oleandra baetae","Damazio.","Carlos A. Ferreira Jr.","2014","01","08","Carlos Alberto F. Jr.;","2014","01","08","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,"CAF1342",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","1461","S","Plantae","Pteridophyta",NA,"Oleandraceae","Oleandra","cf. baetae","Oleandra cf. baetae","Damazio.","Carlos A. Ferreira Jr.","2009","04","01","Carlos Alberto F. Jr.; Rainna Souza Gomes e Allysson Rezende","2010","05","03","Brasil","Minas Gerais","Caeté","Serra da Piedade, área lateral (Leste) da última curva anterior ao topo da Serra","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","1475","S","Plantae","Pteridophyta",NA,"Osmundaceae","Osmunda","regalis","Osmunda regalis","L.","Carlos A. Ferreira Jr.","2010","05","30","Carlos Alberto F. Jr.; Alysson Rezende","2010","05","30","Brasil","Minas Gerais","Caeté","Funil","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","3276","S","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Paepalanthus","sp.","Paepalanthus sp.",NA,"Carlos A. Ferreira Jr.","2014","01","08","Carlos Alberto F. Jr.;","2014","01","08","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,"CAF1339",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1480","S","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","Carlos A. Ferreira Jr.","2010","05","30","Carlos Alberto F. Jr.; Alysson Rezende","2010","05","30","Brasil","Minas Gerais","Caeté","Funil","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","2714","S","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","odontophylla","Passiflora odontophylla","Harms ex Glaz.","Fernando Campos","2011","03",NA,"Fernando Campos;","2011","03",NA,"Brasil","Minas Gerais","Caeté","Rancho Novo","-43.6697006225586","-19.8799991607666","22051","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","3908","S","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","organensis","Passiflora organensis",NA,"Fernando Campo","2016","10","02","Carlos Alberto; Fernando Campos","2016","11","02","Brasil","MG","Caeté","Pousada Canela de Ema, Pedra da Cambota, Trilha das Pedras Caídas","-43.6697006225586","-19.8799991607666","22051","254","auto","2",NA,NA,NA,NA,"CAF1623",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2341","S","Plantae","Pteridophyta",NA,"Polypodiaceae","Pecluma","filicula","Pecluma filicula","(Kaulf.) M.G. Price","Carlos A. Ferreira Jr.","2008",NA,NA,"Carlos Alberto F. Jr.;",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Maria da Costa","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1625","S","Plantae","Pteridophyta",NA,"Polypodiaceae","Pecluma","pectinatiformis","Pecluma pectinatiformis","(Lindm.) M.G.Price","Carlos A. Ferreira Jr.","2011","01","09","Carlos Alberto F. Jr.;","2011","01","09","Brasil","Minas Gerais","Caeté","Serra da Piedade, entrada de terra na Mata antes do ponto de onibus do Asílo São Luiz","-43.6697006225586","-19.8799991607666","22051","254","auto","1","43°39'01","19°48'43","1249","1249","CAF127",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3912","S","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","augescens","Peperomia augescens","Miq.","Carlos Alberto","2016","10","02","Carlos Alberto; Fernando Campos","2016","11","02","Brasil","MG","Caeté","Pousada Canela de Ema, Pedra da Cambota, Trilha das Pedras Caídas","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,"CAF1626",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","2752","S","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","augescens","Peperomia augescens","Miq.","Carlos A. Ferreira Jr.","2014","10","15","Carlos Alberto F. Jr.;","2011","01","09","Brasil","Minas Gerais","Caeté","Serra da Piedade proximo a capela de São Sebastião","-43.6697006225586","-19.8799991607666","22051","254","auto","1","43º39'54","19º49'11","1332","1332","CAF139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3275","S","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","blanda","Peperomia blanda","(Jacq.) H.B.K.","Carlos A. Ferreira Jr.","2014","01","05","Carlos Alberto F. Jr.;","2014","01","05","Brasil","Minas Gerais","Caeté","Estrada para Antônio dos Santos, atras da Pedrona.","-43.6697006225586","-19.8799991607666","22051","254","auto","1",NA,NA,NA,NA,"CAF1333",NA,NA,NA,NA,NA,NA,NA,NA,NA
